"placa","estatus","placa_anterior","years_adeudos","years"
"318ZPL","Adeudos",NA,5,"2019"
"318ZPL","Adeudos",NA,5,"2020"
"318ZPL","Adeudos",NA,5,"2021"
"318ZPM","Sin adeudos",NA,0,"0"
"318ZPN","Cuenta con Placa Anterior y Sin adeudos","233XEP",0,"0"
"318ZPS","Adeudos",NA,4,"2018"
"318ZPS","Adeudos",NA,4,"2019"
"318ZPS","Adeudos",NA,4,"2020"
"318ZPS","Adeudos",NA,4,"2021"
"318ZPU","Sin adeudos",NA,0,"0"
"318ZPV","Cuenta con Placa Anterior y Adeudos","129URA",6,"2016"
"318ZPV","Cuenta con Placa Anterior y Adeudos","129URA",6,"2017"
"318ZPV","Cuenta con Placa Anterior y Adeudos","129URA",6,"2018"
"318ZPV","Cuenta con Placa Anterior y Adeudos","129URA",6,"2019"
"318ZPV","Cuenta con Placa Anterior y Adeudos","129URA",6,"2020"
"318ZPV","Cuenta con Placa Anterior y Adeudos","129URA",6,"2021"
"318ZPW","Cuenta con Placa Anterior y Adeudos","249YVM",2,"2020"
"318ZPW","Cuenta con Placa Anterior y Adeudos","249YVM",2,"2021"
"318ZPY","Adeudos",NA,1,"2021"
"318ZRA","Sin adeudos",NA,0,"0"
"318ZRB","Adeudos",NA,4,"2018"
"318ZRB","Adeudos",NA,4,"2019"
"318ZRB","Adeudos",NA,4,"2020"
"318ZRB","Adeudos",NA,4,"2021"
"318ZRC","Adeudos",NA,4,"2018"
"318ZRC","Adeudos",NA,4,"2019"
"318ZRC","Adeudos",NA,4,"2020"
"318ZRC","Adeudos",NA,4,"2021"
"318ZRD","Adeudos",NA,5,"2017"
"318ZRD","Adeudos",NA,5,"2018"
"318ZRD","Adeudos",NA,5,"2019"
"318ZRD","Adeudos",NA,5,"2020"
"318ZRD","Adeudos",NA,5,"2021"
"318ZRE","Adeudos",NA,5,"2017"
"318ZRE","Adeudos",NA,5,"2018"
"318ZRE","Adeudos",NA,5,"2019"
"318ZRE","Adeudos",NA,5,"2020"
"318ZRE","Adeudos",NA,5,"2021"
"318ZRF","Adeudos",NA,3,"2019"
"318ZRF","Adeudos",NA,3,"2020"
"318ZRF","Adeudos",NA,3,"2021"
"318ZRG","Cuenta con Placa Anterior y Adeudos","318ZRG",1,"2021"
"318ZRH","Adeudos",NA,3,"2019"
"318ZRH","Adeudos",NA,3,"2020"
"318ZRH","Adeudos",NA,3,"2021"
"318ZRJ","Adeudos",NA,3,"2019"
"318ZRJ","Adeudos",NA,3,"2020"
"318ZRJ","Adeudos",NA,3,"2021"
"318ZRK","Cuenta con Placa Anterior y Sin adeudos","356WNA",0,"0"
"318ZRL","Adeudos",NA,6,"2016"
"318ZRL","Adeudos",NA,6,"2017"
"318ZRL","Adeudos",NA,6,"2018"
"318ZRL","Adeudos",NA,6,"2019"
"318ZRL","Adeudos",NA,6,"2020"
"318ZRL","Adeudos",NA,6,"2021"
"318ZRM","Adeudos",NA,3,"2019"
"318ZRM","Adeudos",NA,3,"2020"
"318ZRM","Adeudos",NA,3,"2021"
"318ZRN","Sin adeudos",NA,0,"0"
"318ZRP","Cuenta con Placa Anterior y Sin adeudos","318ZRP",0,"0"
"318ZRR","Adeudos",NA,5,"2017"
"318ZRR","Adeudos",NA,5,"2018"
"318ZRR","Adeudos",NA,5,"2019"
"318ZRR","Adeudos",NA,5,"2020"
"318ZRR","Adeudos",NA,5,"2021"
"318ZRS","Cuenta con Placa Anterior y Adeudos","556XCU",6,"2016"
"318ZRS","Cuenta con Placa Anterior y Adeudos","556XCU",6,"2017"
"318ZRS","Cuenta con Placa Anterior y Adeudos","556XCU",6,"2018"
"318ZRS","Cuenta con Placa Anterior y Adeudos","556XCU",6,"2019"
"318ZRS","Cuenta con Placa Anterior y Adeudos","556XCU",6,"2020"
"318ZRS","Cuenta con Placa Anterior y Adeudos","556XCU",6,"2021"
"318ZRT","Sin adeudos",NA,0,"0"
"318ZRV","Cuenta con Placa Anterior y Sin adeudos","481ZLJ",0,"0"
"318ZRW","Sin adeudos",NA,0,"0"
"318ZRX","Sin adeudos",NA,0,"0"
"318ZRY","Sin adeudos",NA,0,"0"
"318ZRZ","Sin adeudos",NA,0,"0"
"318ZSA","Adeudos",NA,3,"2019"
"318ZSA","Adeudos",NA,3,"2020"
"318ZSA","Adeudos",NA,3,"2021"
"318ZSB","Sin adeudos",NA,0,"0"
"318ZSC","Adeudos",NA,4,"2018"
"318ZSC","Adeudos",NA,4,"2019"
"318ZSC","Adeudos",NA,4,"2020"
"318ZSC","Adeudos",NA,4,"2021"
"318ZSD","Sin adeudos",NA,0,"0"
"318ZSE","Sin adeudos",NA,0,"0"
"318ZSF","Adeudos",NA,4,"2018"
"318ZSF","Adeudos",NA,4,"2019"
"318ZSF","Adeudos",NA,4,"2020"
"318ZSF","Adeudos",NA,4,"2021"
"318ZSG","Adeudos",NA,6,"2016"
"318ZSG","Adeudos",NA,6,"2017"
"318ZSG","Adeudos",NA,6,"2018"
"318ZSG","Adeudos",NA,6,"2019"
"318ZSG","Adeudos",NA,6,"2020"
"318ZSG","Adeudos",NA,6,"2021"
"318ZSH","Adeudos",NA,6,"2016"
"318ZSH","Adeudos",NA,6,"2017"
"318ZSH","Adeudos",NA,6,"2018"
"318ZSH","Adeudos",NA,6,"2019"
"318ZSH","Adeudos",NA,6,"2020"
"318ZSH","Adeudos",NA,6,"2021"
"318ZSK","Adeudos",NA,2,"2020"
"318ZSK","Adeudos",NA,2,"2021"
"318ZSL","Sin adeudos",NA,0,"0"
"318ZSM","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318ZSN","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318ZSP","Sin adeudos",NA,0,"0"
"318ZSR","Adeudos",NA,3,"2019"
"318ZSR","Adeudos",NA,3,"2020"
"318ZSR","Adeudos",NA,3,"2021"
"318ZSS","Adeudos",NA,3,"2018"
"318ZSS","Adeudos",NA,3,"2020"
"318ZSS","Adeudos",NA,3,"2021"
"318ZSU","Adeudos",NA,4,"2018"
"318ZSU","Adeudos",NA,4,"2019"
"318ZSU","Adeudos",NA,4,"2020"
"318ZSU","Adeudos",NA,4,"2021"
"318ZSV","Adeudos",NA,5,"2017"
"318ZSV","Adeudos",NA,5,"2018"
"318ZSV","Adeudos",NA,5,"2019"
"318ZSV","Adeudos",NA,5,"2020"
"318ZSV","Adeudos",NA,5,"2021"
"318ZSW","Adeudos",NA,3,"2019"
"318ZSW","Adeudos",NA,3,"2020"
"318ZSW","Adeudos",NA,3,"2021"
"318ZSX","Sin adeudos",NA,0,"0"
"318ZSY","Sin adeudos",NA,0,"0"
"318ZSZ","Cuenta con Placa Anterior y Adeudos","381YHU",2,"2020"
"318ZSZ","Cuenta con Placa Anterior y Adeudos","381YHU",2,"2021"
"318ZTB","Adeudos",NA,5,"2017"
"318ZTB","Adeudos",NA,5,"2018"
"318ZTB","Adeudos",NA,5,"2019"
"318ZTB","Adeudos",NA,5,"2020"
"318ZTB","Adeudos",NA,5,"2021"
"318ZTC","El número de placa no se localizó en el padrón",NA,0,"0"
"318ZTD","Cuenta con Placa Anterior y Adeudos","699UAT",6,"2016"
"318ZTD","Cuenta con Placa Anterior y Adeudos","699UAT",6,"2017"
"318ZTD","Cuenta con Placa Anterior y Adeudos","699UAT",6,"2018"
"318ZTD","Cuenta con Placa Anterior y Adeudos","699UAT",6,"2019"
"318ZTD","Cuenta con Placa Anterior y Adeudos","699UAT",6,"2020"
"318ZTD","Cuenta con Placa Anterior y Adeudos","699UAT",6,"2021"
"318ZTE","Cuenta con Placa Anterior y Adeudos","709WXE",6,"2016"
"318ZTE","Cuenta con Placa Anterior y Adeudos","709WXE",6,"2017"
"318ZTE","Cuenta con Placa Anterior y Adeudos","709WXE",6,"2018"
"318ZTE","Cuenta con Placa Anterior y Adeudos","709WXE",6,"2019"
"318ZTE","Cuenta con Placa Anterior y Adeudos","709WXE",6,"2020"
"318ZTE","Cuenta con Placa Anterior y Adeudos","709WXE",6,"2021"
"318ZTG","Adeudos",NA,4,"2018"
"318ZTG","Adeudos",NA,4,"2019"
"318ZTG","Adeudos",NA,4,"2020"
"318ZTG","Adeudos",NA,4,"2021"
"318ZTH","El número de placa no se localizó en el padrón",NA,0,"0"
"318ZTJ","Adeudos",NA,1,"2021"
"318ZTK","Adeudos",NA,5,"2017"
"318ZTK","Adeudos",NA,5,"2018"
"318ZTK","Adeudos",NA,5,"2019"
"318ZTK","Adeudos",NA,5,"2020"
"318ZTK","Adeudos",NA,5,"2021"
"318ZTM","Sin adeudos",NA,0,"0"
"318ZTN","Cuenta con Placa Anterior y Sin adeudos","318ZTN",0,"0"
"318ZTP","Sin adeudos",NA,0,"0"
"318ZTR","Sin adeudos",NA,0,"0"
"318ZTS","Adeudos",NA,2,"2020"
"318ZTS","Adeudos",NA,2,"2021"
"318ZTT","El número de placa no se localizó en el padrón",NA,0,"0"
"318ZTU","Adeudos",NA,6,"2016"
"318ZTU","Adeudos",NA,6,"2017"
"318ZTU","Adeudos",NA,6,"2018"
"318ZTU","Adeudos",NA,6,"2019"
"318ZTU","Adeudos",NA,6,"2020"
"318ZTU","Adeudos",NA,6,"2021"
"318ZTV","Cuenta con Placa Anterior y Sin adeudos","704UXD",0,"0"
"318ZTW","Adeudos",NA,4,"2018"
"318ZTW","Adeudos",NA,4,"2019"
"318ZTW","Adeudos",NA,4,"2020"
"318ZTW","Adeudos",NA,4,"2021"
"318ZTY","Adeudos",NA,1,"2021"
"318ZUA","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318ZUB","Cuenta con Placa Anterior y Adeudos","212TRJ",4,"2018"
"318ZUB","Cuenta con Placa Anterior y Adeudos","212TRJ",4,"2019"
"318ZUB","Cuenta con Placa Anterior y Adeudos","212TRJ",4,"2020"
"318ZUB","Cuenta con Placa Anterior y Adeudos","212TRJ",4,"2021"
"318ZUC","Cuenta con Placa Anterior y Sin adeudos","318ZUC",0,"0"
"318ZUD","Sin adeudos",NA,0,"0"
"318ZUE","Sin adeudos",NA,0,"0"
"318ZUF","Sin adeudos",NA,0,"0"
"318ZUG","Cuenta con Placa Anterior y Adeudos","318ZUG",2,"2020"
"318ZUG","Cuenta con Placa Anterior y Adeudos","318ZUG",2,"2021"
"318ZUH","Adeudos",NA,1,"2021"
"318ZUJ","Sin adeudos",NA,0,"0"
"318ZUL","Cuenta con Placa Anterior y Adeudos","277RRF",4,"2018"
"318ZUL","Cuenta con Placa Anterior y Adeudos","277RRF",4,"2019"
"318ZUL","Cuenta con Placa Anterior y Adeudos","277RRF",4,"2020"
"318ZUL","Cuenta con Placa Anterior y Adeudos","277RRF",4,"2021"
"318ZUM","Sin adeudos",NA,0,"0"
"318ZUN","El número de placa no se localizó en el padrón",NA,0,"0"
"318ZUS","Adeudos",NA,1,"2021"
"318ZUT","Sin adeudos",NA,0,"0"
"318ZUU","Adeudos",NA,2,"2020"
"318ZUU","Adeudos",NA,2,"2021"
"318ZUV","Sin adeudos",NA,0,"0"
"318ZUW","Adeudos",NA,1,"2021"
"318ZUX","Sin adeudos",NA,0,"0"
"318ZUZ","Sin adeudos",NA,0,"0"
"318ZVA","Adeudos",NA,1,"2021"
"318ZVB","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318ZVD","Sin adeudos",NA,0,"0"
"318ZVE","Adeudos",NA,1,"2021"
"318ZVF","Adeudos",NA,6,"2015"
"318ZVF","Adeudos",NA,6,"2016"
"318ZVF","Adeudos",NA,6,"2017"
"318ZVF","Adeudos",NA,6,"2018"
"318ZVF","Adeudos",NA,6,"2020"
"318ZVF","Adeudos",NA,6,"2021"
"318ZVG","Sin adeudos",NA,0,"0"
"318ZVH","Adeudos",NA,4,"2018"
"318ZVH","Adeudos",NA,4,"2019"
"318ZVH","Adeudos",NA,4,"2020"
"318ZVH","Adeudos",NA,4,"2021"
"318ZVJ","Sin adeudos",NA,0,"0"
"318ZVK","Adeudos",NA,1,"2021"
"318ZVL","Sin adeudos",NA,0,"0"
"318ZVM","Adeudos",NA,4,"2018"
"318ZVM","Adeudos",NA,4,"2019"
"318ZVM","Adeudos",NA,4,"2020"
"318ZVM","Adeudos",NA,4,"2021"
"318ZVN","Adeudos",NA,1,"2021"
"318ZVR","Cuenta con Placa Anterior y Adeudos","373UDH",6,"2016"
"318ZVR","Cuenta con Placa Anterior y Adeudos","373UDH",6,"2017"
"318ZVR","Cuenta con Placa Anterior y Adeudos","373UDH",6,"2018"
"318ZVR","Cuenta con Placa Anterior y Adeudos","373UDH",6,"2019"
"318ZVR","Cuenta con Placa Anterior y Adeudos","373UDH",6,"2020"
"318ZVR","Cuenta con Placa Anterior y Adeudos","373UDH",6,"2021"
"318ZVS","Adeudos",NA,6,"2016"
"318ZVS","Adeudos",NA,6,"2017"
"318ZVS","Adeudos",NA,6,"2018"
"318ZVS","Adeudos",NA,6,"2019"
"318ZVS","Adeudos",NA,6,"2020"
"318ZVS","Adeudos",NA,6,"2021"
"318ZVT","Sin adeudos",NA,0,"0"
"318ZVU","Sin adeudos",NA,0,"0"
"318ZVV","Adeudos",NA,4,"2018"
"318ZVV","Adeudos",NA,4,"2019"
"318ZVV","Adeudos",NA,4,"2020"
"318ZVV","Adeudos",NA,4,"2021"
"318ZVW","Sin adeudos",NA,0,"0"
"318ZVX","Adeudos",NA,1,"2021"
"318ZVY","Adeudos",NA,4,"2018"
"318ZVY","Adeudos",NA,4,"2019"
"318ZVY","Adeudos",NA,4,"2020"
"318ZVY","Adeudos",NA,4,"2021"
"318ZWA","Cuenta con Placa Anterior y Sin adeudos","572TRN",0,"0"
"318ZWC","Sin adeudos",NA,0,"0"
"318ZWD","Sin adeudos",NA,0,"0"
"318ZWE","Sin adeudos",NA,0,"0"
"318ZWF","Cuenta con Placa Anterior y Sin adeudos","318ZWF",0,"0"
"318ZWG","Adeudos",NA,5,"2017"
"318ZWG","Adeudos",NA,5,"2018"
"318ZWG","Adeudos",NA,5,"2019"
"318ZWG","Adeudos",NA,5,"2020"
"318ZWG","Adeudos",NA,5,"2021"
"318ZWH","Adeudos",NA,1,"2021"
"318ZWJ","Adeudos",NA,4,"2018"
"318ZWJ","Adeudos",NA,4,"2019"
"318ZWJ","Adeudos",NA,4,"2020"
"318ZWJ","Adeudos",NA,4,"2021"
"318ZWK","Sin adeudos",NA,0,"0"
"318ZWL","Adeudos",NA,1,"2021"
"318ZWM","Sin adeudos",NA,0,"0"
"318ZWN","Adeudos",NA,3,"2019"
"318ZWN","Adeudos",NA,3,"2020"
"318ZWN","Adeudos",NA,3,"2021"
"318ZWP","Cuenta con Placa Anterior y Adeudos","836XXH",5,"2017"
"318ZWP","Cuenta con Placa Anterior y Adeudos","836XXH",5,"2018"
"318ZWP","Cuenta con Placa Anterior y Adeudos","836XXH",5,"2019"
"318ZWP","Cuenta con Placa Anterior y Adeudos","836XXH",5,"2020"
"318ZWP","Cuenta con Placa Anterior y Adeudos","836XXH",5,"2021"
"318ZWR","Adeudos",NA,6,"2016"
"318ZWR","Adeudos",NA,6,"2017"
"318ZWR","Adeudos",NA,6,"2018"
"318ZWR","Adeudos",NA,6,"2019"
"318ZWR","Adeudos",NA,6,"2020"
"318ZWR","Adeudos",NA,6,"2021"
"318ZWT","Cuenta con Placa Anterior y Adeudos","189NML",6,"2016"
"318ZWT","Cuenta con Placa Anterior y Adeudos","189NML",6,"2017"
"318ZWT","Cuenta con Placa Anterior y Adeudos","189NML",6,"2018"
"318ZWT","Cuenta con Placa Anterior y Adeudos","189NML",6,"2019"
"318ZWT","Cuenta con Placa Anterior y Adeudos","189NML",6,"2020"
"318ZWT","Cuenta con Placa Anterior y Adeudos","189NML",6,"2021"
"318ZWU","Sin adeudos",NA,0,"0"
"318ZWX","Sin adeudos",NA,0,"0"
"318ZWZ","Sin adeudos",NA,0,"0"
"318ZXA","Sin adeudos",NA,0,"0"
"318ZXB","Cuenta con Placa Anterior y Adeudos","938RTX",1,"2021"
"318ZXC","Adeudos",NA,5,"2017"
"318ZXC","Adeudos",NA,5,"2018"
"318ZXC","Adeudos",NA,5,"2019"
"318ZXC","Adeudos",NA,5,"2020"
"318ZXC","Adeudos",NA,5,"2021"
"318ZXD","Sin adeudos",NA,0,"0"
"318ZXG","Adeudos",NA,4,"2018"
"318ZXG","Adeudos",NA,4,"2019"
"318ZXG","Adeudos",NA,4,"2020"
"318ZXG","Adeudos",NA,4,"2021"
"318ZXJ","Adeudos",NA,4,"2018"
"318ZXJ","Adeudos",NA,4,"2019"
"318ZXJ","Adeudos",NA,4,"2020"
"318ZXJ","Adeudos",NA,4,"2021"
"318ZXK","Sin adeudos",NA,0,"0"
"318ZXL","Cuenta con Placa Anterior y Adeudos","267WAY",3,"2019"
"318ZXL","Cuenta con Placa Anterior y Adeudos","267WAY",3,"2020"
"318ZXL","Cuenta con Placa Anterior y Adeudos","267WAY",3,"2021"
"318ZXM","Adeudos",NA,4,"2018"
"318ZXM","Adeudos",NA,4,"2019"
"318ZXM","Adeudos",NA,4,"2020"
"318ZXM","Adeudos",NA,4,"2021"
"318ZXP","Sin adeudos",NA,0,"0"
"318ZXS","Cuenta con Placa Anterior y Sin adeudos","929WXV",0,"0"
"318ZXT","Sin adeudos",NA,0,"0"
"318ZXU","Sin adeudos",NA,0,"0"
"318ZXV","Sin adeudos",NA,0,"0"
"318ZXW","Sin adeudos",NA,0,"0"
"318ZXX","Cuenta con Placa Anterior y Sin adeudos","108ZUR",0,"0"
"318ZXY","Adeudos",NA,4,"2017"
"318ZXY","Adeudos",NA,4,"2018"
"318ZXY","Adeudos",NA,4,"2019"
"318ZXY","Adeudos",NA,4,"2020"
"318ZXZ","Sin adeudos",NA,0,"0"
"318ZYA","Sin adeudos",NA,0,"0"
"318ZYB","Sin adeudos",NA,0,"0"
"318ZYC","Sin adeudos",NA,0,"0"
"318ZYE","Sin adeudos",NA,0,"0"
"318ZYF","Sin adeudos",NA,0,"0"
"318ZYG","Adeudos",NA,4,"2018"
"318ZYG","Adeudos",NA,4,"2019"
"318ZYG","Adeudos",NA,4,"2020"
"318ZYG","Adeudos",NA,4,"2021"
"318ZYJ","Sin adeudos",NA,0,"0"
"318ZYK","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318ZYL","Cuenta con Placa Anterior y Sin adeudos","318ZYL",0,"0"
"318ZYM","Adeudos",NA,2,"2020"
"318ZYM","Adeudos",NA,2,"2021"
"318ZYN","Sin adeudos",NA,0,"0"
"318ZYP","Sin adeudos",NA,0,"0"
"318ZYU","Cuenta con Placa Anterior y Adeudos","131TEB",6,"2016"
"318ZYU","Cuenta con Placa Anterior y Adeudos","131TEB",6,"2017"
"318ZYU","Cuenta con Placa Anterior y Adeudos","131TEB",6,"2018"
"318ZYU","Cuenta con Placa Anterior y Adeudos","131TEB",6,"2019"
"318ZYU","Cuenta con Placa Anterior y Adeudos","131TEB",6,"2020"
"318ZYU","Cuenta con Placa Anterior y Adeudos","131TEB",6,"2021"
"318ZYV","Adeudos",NA,5,"2017"
"318ZYV","Adeudos",NA,5,"2018"
"318ZYV","Adeudos",NA,5,"2019"
"318ZYV","Adeudos",NA,5,"2020"
"318ZYV","Adeudos",NA,5,"2021"
"318ZYW","Adeudos",NA,2,"2020"
"318ZYW","Adeudos",NA,2,"2021"
"318ZYX","Cuenta con Placa Anterior y Adeudos","209WWT",5,"2017"
"318ZYX","Cuenta con Placa Anterior y Adeudos","209WWT",5,"2018"
"318ZYX","Cuenta con Placa Anterior y Adeudos","209WWT",5,"2019"
"318ZYX","Cuenta con Placa Anterior y Adeudos","209WWT",5,"2020"
"318ZYX","Cuenta con Placa Anterior y Adeudos","209WWT",5,"2021"
"318ZYY","Adeudos",NA,1,"2021"
"318ZYZ","Sin adeudos",NA,0,"0"
"318ZZA","El número de placa no se localizó en el padrón",NA,0,"0"
"318ZZB","Sin adeudos",NA,0,"0"
"318ZZC","Sin adeudos",NA,0,"0"
"318ZZG","Sin adeudos",NA,0,"0"
"318ZZJ","Adeudos",NA,5,"2017"
"318ZZJ","Adeudos",NA,5,"2018"
"318ZZJ","Adeudos",NA,5,"2019"
"318ZZJ","Adeudos",NA,5,"2020"
"318ZZJ","Adeudos",NA,5,"2021"
"318ZZK","Adeudos",NA,5,"2017"
"318ZZK","Adeudos",NA,5,"2018"
"318ZZK","Adeudos",NA,5,"2019"
"318ZZK","Adeudos",NA,5,"2020"
"318ZZK","Adeudos",NA,5,"2021"
"318ZZL","Sin adeudos",NA,0,"0"
"318ZZM","Sin adeudos",NA,0,"0"
"318ZZN","Adeudos",NA,4,"2018"
"318ZZN","Adeudos",NA,4,"2019"
"318ZZN","Adeudos",NA,4,"2020"
"318ZZN","Adeudos",NA,4,"2021"
"318ZZP","Sin adeudos",NA,0,"0"
"318ZZR","Adeudos",NA,1,"2021"
"318ZZS","Sin adeudos",NA,0,"0"
"318ZZT","Sin adeudos",NA,0,"0"
"318ZZU","Sin adeudos",NA,0,"0"
"318ZZV","Adeudos",NA,3,"2019"
"318ZZV","Adeudos",NA,3,"2020"
"318ZZV","Adeudos",NA,3,"2021"
"318ZZX","Sin adeudos",NA,0,"0"
"318ZZY","Adeudos",NA,3,"2019"
"318ZZY","Adeudos",NA,3,"2020"
"318ZZY","Adeudos",NA,3,"2021"
"318ZZZ","Adeudos",NA,5,"2017"
"318ZZZ","Adeudos",NA,5,"2018"
"318ZZZ","Adeudos",NA,5,"2019"
"318ZZZ","Adeudos",NA,5,"2020"
"318ZZZ","Adeudos",NA,5,"2021"
"31907","Adeudos",NA,4,"2018"
"31907","Adeudos",NA,4,"2019"
"31907","Adeudos",NA,4,"2020"
"31907","Adeudos",NA,4,"2021"
"3190C","Cuenta con Placa Anterior y Sin adeudos","62870",0,"0"
"3190CB","Adeudos",NA,4,"2018"
"3190CB","Adeudos",NA,4,"2019"
"3190CB","Adeudos",NA,4,"2020"
"3190CB","Adeudos",NA,4,"2021"
"3190CH","Adeudos",NA,4,"2018"
"3190CH","Adeudos",NA,4,"2019"
"3190CH","Adeudos",NA,4,"2020"
"3190CH","Adeudos",NA,4,"2021"
"3190CK","Adeudos",NA,5,"2017"
"3190CK","Adeudos",NA,5,"2018"
"3190CK","Adeudos",NA,5,"2019"
"3190CK","Adeudos",NA,5,"2020"
"3190CK","Adeudos",NA,5,"2021"
"3190CM","Sin adeudos",NA,0,"0"
"3190K","Sin adeudos",NA,0,"0"
"3190W","Adeudos",NA,6,"2015"
"3190W","Adeudos",NA,6,"2016"
"3190W","Adeudos",NA,6,"2017"
"3190W","Adeudos",NA,6,"2018"
"3190W","Adeudos",NA,6,"2019"
"3190W","Adeudos",NA,6,"2020"
"3190X","Adeudos",NA,4,"2016"
"3190X","Adeudos",NA,4,"2018"
"3190X","Adeudos",NA,4,"2019"
"3190X","Adeudos",NA,4,"2021"
"3190Y","Adeudos",NA,6,"2016"
"3190Y","Adeudos",NA,6,"2017"
"3190Y","Adeudos",NA,6,"2018"
"3190Y","Adeudos",NA,6,"2019"
"3190Y","Adeudos",NA,6,"2020"
"3190Y","Adeudos",NA,6,"2021"
"3191CB","Adeudos",NA,4,"2018"
"3191CB","Adeudos",NA,4,"2019"
"3191CB","Adeudos",NA,4,"2020"
"3191CB","Adeudos",NA,4,"2021"
"3191CD","Cuenta con Placa Anterior y Adeudos","7052BY",1,"2021"
"3191CE","Cuenta con Placa Anterior y Adeudos","3682BU",4,"2018"
"3191CE","Cuenta con Placa Anterior y Adeudos","3682BU",4,"2019"
"3191CE","Cuenta con Placa Anterior y Adeudos","3682BU",4,"2020"
"3191CE","Cuenta con Placa Anterior y Adeudos","3682BU",4,"2021"
"3191CF","Cuenta con Placa Anterior y Sin adeudos","6422BV",0,"0"
"3191CK","Sin adeudos",NA,0,"0"
"3191CL","Sin adeudos",NA,0,"0"
"3191CM","Sin adeudos",NA,0,"0"
"3191L","Sin adeudos",NA,0,"0"
"31928","Adeudos",NA,3,"2019"
"31928","Adeudos",NA,3,"2020"
"31928","Adeudos",NA,3,"2021"
"3192CA","Sin adeudos",NA,0,"0"
"3192CB","Cuenta con Placa Anterior y Adeudos","3198CB",2,"2020"
"3192CB","Cuenta con Placa Anterior y Adeudos","3198CB",2,"2021"
"3192CF","Cuenta con Placa Anterior y Adeudos","6141AX",2,"2020"
"3192CF","Cuenta con Placa Anterior y Adeudos","6141AX",2,"2021"
"3192CG","Cuenta con Placa Anterior y Adeudos","SP",3,"2016"
"3192CG","Cuenta con Placa Anterior y Adeudos","SP",3,"2020"
"3192CG","Cuenta con Placa Anterior y Adeudos","SP",3,"2021"
"3192CK","Adeudos",NA,3,"2019"
"3192CK","Adeudos",NA,3,"2020"
"3192CK","Adeudos",NA,3,"2021"
"3192CM","Sin adeudos",NA,0,"0"
"3192P","Adeudos",NA,7,"2014"
"3192P","Adeudos",NA,7,"2015"
"3192P","Adeudos",NA,7,"2016"
"3192P","Adeudos",NA,7,"2017"
"3192P","Adeudos",NA,7,"2019"
"3192P","Adeudos",NA,7,"2020"
"3192P","Adeudos",NA,7,"2021"
"3192S","Adeudos",NA,7,"2015"
"3192S","Adeudos",NA,7,"2016"
"3192S","Adeudos",NA,7,"2017"
"3192S","Adeudos",NA,7,"2018"
"3192S","Adeudos",NA,7,"2019"
"3192S","Adeudos",NA,7,"2020"
"3192S","Adeudos",NA,7,"2021"
"3192V","Adeudos",NA,6,"2016"
"3192V","Adeudos",NA,6,"2017"
"3192V","Adeudos",NA,6,"2018"
"3192V","Adeudos",NA,6,"2019"
"3192V","Adeudos",NA,6,"2020"
"3192V","Adeudos",NA,6,"2021"
"3192W","Adeudos",NA,4,"2018"
"3192W","Adeudos",NA,4,"2019"
"3192W","Adeudos",NA,4,"2020"
