"placa","estatus","placa_anterior","years_adeudos","years"
"315WFG","Cuenta con Placa Anterior y Adeudos","315WFG",1,"2021"
"315WFP","Sin adeudos",NA,0,"0"
"315WFR","Adeudos",NA,6,"2016"
"315WFR","Adeudos",NA,6,"2017"
"315WFR","Adeudos",NA,6,"2018"
"315WFR","Adeudos",NA,6,"2019"
"315WFR","Adeudos",NA,6,"2020"
"315WFR","Adeudos",NA,6,"2021"
"315WFU","Sin adeudos",NA,0,"0"
"315WFW","Adeudos",NA,2,"2020"
"315WFW","Adeudos",NA,2,"2021"
"315WFX","Sin adeudos",NA,0,"0"
"315WFY","Adeudos",NA,1,"2021"
"315WFZ","Adeudos",NA,1,"2021"
"315WGB","Sin adeudos",NA,0,"0"
"315WGK","Adeudos",NA,3,"2019"
"315WGK","Adeudos",NA,3,"2020"
"315WGK","Adeudos",NA,3,"2021"
"315WGP","Sin adeudos",NA,0,"0"
"315WGT","Adeudos",NA,4,"2018"
"315WGT","Adeudos",NA,4,"2019"
"315WGT","Adeudos",NA,4,"2020"
"315WGT","Adeudos",NA,4,"2021"
"315WGU","Sin adeudos",NA,0,"0"
"315WGV","Adeudos",NA,3,"2019"
"315WGV","Adeudos",NA,3,"2020"
"315WGV","Adeudos",NA,3,"2021"
"315WGX","Adeudos",NA,4,"2017"
"315WGX","Adeudos",NA,4,"2019"
"315WGX","Adeudos",NA,4,"2020"
"315WGX","Adeudos",NA,4,"2021"
"315WGY","Sin adeudos",NA,0,"0"
"315WGZ","Adeudos",NA,5,"2014"
"315WGZ","Adeudos",NA,5,"2018"
"315WGZ","Adeudos",NA,5,"2019"
"315WGZ","Adeudos",NA,5,"2020"
"315WGZ","Adeudos",NA,5,"2021"
"315WHA","Adeudos",NA,3,"2019"
"315WHA","Adeudos",NA,3,"2020"
"315WHA","Adeudos",NA,3,"2021"
"315WHD","Sin adeudos",NA,0,"0"
"315WHE","Sin adeudos",NA,0,"0"
"315WHF","Adeudos",NA,6,"2016"
"315WHF","Adeudos",NA,6,"2017"
"315WHF","Adeudos",NA,6,"2018"
"315WHF","Adeudos",NA,6,"2019"
"315WHF","Adeudos",NA,6,"2020"
"315WHF","Adeudos",NA,6,"2021"
"315WHG","Adeudos",NA,2,"2020"
"315WHG","Adeudos",NA,2,"2021"
"315WHH","Sin adeudos",NA,0,"0"
"315WHJ","Adeudos",NA,4,"2018"
"315WHJ","Adeudos",NA,4,"2019"
"315WHJ","Adeudos",NA,4,"2020"
"315WHJ","Adeudos",NA,4,"2021"
"315WHK","Sin adeudos",NA,0,"0"
"315WHN","Sin adeudos",NA,0,"0"
"315WHR","Adeudos",NA,4,"2018"
"315WHR","Adeudos",NA,4,"2019"
"315WHR","Adeudos",NA,4,"2020"
"315WHR","Adeudos",NA,4,"2021"
"315WJC","Sin adeudos",NA,0,"0"
"315WJD","Adeudos",NA,1,"2021"
"315WJG","Adeudos",NA,5,"2017"
"315WJG","Adeudos",NA,5,"2018"
"315WJG","Adeudos",NA,5,"2019"
"315WJG","Adeudos",NA,5,"2020"
"315WJG","Adeudos",NA,5,"2021"
"315WJH","Adeudos",NA,2,"2020"
"315WJH","Adeudos",NA,2,"2021"
"315WJK","Sin adeudos",NA,0,"0"
"315WJM","Sin adeudos",NA,0,"0"
"315WJP","Adeudos",NA,6,"2015"
"315WJP","Adeudos",NA,6,"2017"
"315WJP","Adeudos",NA,6,"2018"
"315WJP","Adeudos",NA,6,"2019"
"315WJP","Adeudos",NA,6,"2020"
"315WJP","Adeudos",NA,6,"2021"
"315WJT","Cuenta con Placa Anterior y Adeudos","502RML",1,"2021"
"315WJU","Adeudos",NA,5,"2017"
"315WJU","Adeudos",NA,5,"2018"
"315WJU","Adeudos",NA,5,"2019"
"315WJU","Adeudos",NA,5,"2020"
"315WJU","Adeudos",NA,5,"2021"
"315WJW","Sin adeudos",NA,0,"0"
"315WJX","Adeudos",NA,4,"2018"
"315WJX","Adeudos",NA,4,"2019"
"315WJX","Adeudos",NA,4,"2020"
"315WJX","Adeudos",NA,4,"2021"
"315WJY","Adeudos",NA,6,"2016"
"315WJY","Adeudos",NA,6,"2017"
"315WJY","Adeudos",NA,6,"2018"
"315WJY","Adeudos",NA,6,"2019"
"315WJY","Adeudos",NA,6,"2020"
"315WJY","Adeudos",NA,6,"2021"
"315WKB","Adeudos",NA,5,"2016"
"315WKB","Adeudos",NA,5,"2018"
"315WKB","Adeudos",NA,5,"2019"
"315WKB","Adeudos",NA,5,"2020"
"315WKB","Adeudos",NA,5,"2021"
"315WKC","Sin adeudos",NA,0,"0"
"315WKD","Sin adeudos",NA,0,"0"
"315WKF","Adeudos",NA,3,"2019"
"315WKF","Adeudos",NA,3,"2020"
"315WKF","Adeudos",NA,3,"2021"
"315WKH","Adeudos",NA,3,"2018"
"315WKH","Adeudos",NA,3,"2020"
"315WKH","Adeudos",NA,3,"2021"
"315WKJ","Adeudos",NA,4,"2018"
"315WKJ","Adeudos",NA,4,"2019"
"315WKJ","Adeudos",NA,4,"2020"
"315WKJ","Adeudos",NA,4,"2021"
"315WKK","Adeudos",NA,3,"2019"
"315WKK","Adeudos",NA,3,"2020"
"315WKK","Adeudos",NA,3,"2021"
"315WKN","Sin adeudos",NA,0,"0"
"315WKT","Adeudos",NA,6,"2016"
"315WKT","Adeudos",NA,6,"2017"
"315WKT","Adeudos",NA,6,"2018"
"315WKT","Adeudos",NA,6,"2019"
"315WKT","Adeudos",NA,6,"2020"
"315WKT","Adeudos",NA,6,"2021"
"315WKV","Sin adeudos",NA,0,"0"
"315WKX","Adeudos",NA,4,"2018"
"315WKX","Adeudos",NA,4,"2019"
"315WKX","Adeudos",NA,4,"2020"
"315WKX","Adeudos",NA,4,"2021"
"315WKZ","Sin adeudos",NA,0,"0"
"315WLC","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"315WLD","Adeudos",NA,4,"2018"
"315WLD","Adeudos",NA,4,"2019"
"315WLD","Adeudos",NA,4,"2020"
"315WLD","Adeudos",NA,4,"2021"
"315WLE","Adeudos",NA,3,"2019"
"315WLE","Adeudos",NA,3,"2020"
"315WLE","Adeudos",NA,3,"2021"
"315WLG","Adeudos",NA,1,"2021"
"315WLH","Adeudos",NA,5,"2017"
"315WLH","Adeudos",NA,5,"2018"
"315WLH","Adeudos",NA,5,"2019"
"315WLH","Adeudos",NA,5,"2020"
"315WLH","Adeudos",NA,5,"2021"
"315WLL","Sin adeudos",NA,0,"0"
"315WLN","Sin adeudos",NA,0,"0"
"315WLP","Adeudos",NA,6,"2016"
"315WLP","Adeudos",NA,6,"2017"
"315WLP","Adeudos",NA,6,"2018"
"315WLP","Adeudos",NA,6,"2019"
"315WLP","Adeudos",NA,6,"2020"
"315WLP","Adeudos",NA,6,"2021"
"315WLR","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"315WLS","Cuenta con Placa Anterior y Adeudos","804TUU",2,"2020"
"315WLS","Cuenta con Placa Anterior y Adeudos","804TUU",2,"2021"
"315WLT","Adeudos",NA,6,"2016"
"315WLT","Adeudos",NA,6,"2017"
"315WLT","Adeudos",NA,6,"2018"
"315WLT","Adeudos",NA,6,"2019"
"315WLT","Adeudos",NA,6,"2020"
"315WLT","Adeudos",NA,6,"2021"
"315WLY","Adeudos",NA,3,"2019"
"315WLY","Adeudos",NA,3,"2020"
"315WLY","Adeudos",NA,3,"2021"
"315WMA","Cuenta con Placa Anterior y Adeudos","315WMA",1,"2021"
"315WMB","Sin adeudos",NA,0,"0"
"315WMC","Sin adeudos",NA,0,"0"
"315WMD","Sin adeudos",NA,0,"0"
"315WMF","Sin adeudos",NA,0,"0"
"315WML","Sin adeudos",NA,0,"0"
"315WMM","Adeudos",NA,6,"2016"
"315WMM","Adeudos",NA,6,"2017"
"315WMM","Adeudos",NA,6,"2018"
"315WMM","Adeudos",NA,6,"2019"
"315WMM","Adeudos",NA,6,"2020"
"315WMM","Adeudos",NA,6,"2021"
"315WMR","Sin adeudos",NA,0,"0"
"315WMS","Cuenta con Placa Anterior y Adeudos","692VKH",3,"2019"
"315WMS","Cuenta con Placa Anterior y Adeudos","692VKH",3,"2020"
"315WMS","Cuenta con Placa Anterior y Adeudos","692VKH",3,"2021"
"315WMT","Adeudos",NA,6,"2016"
"315WMT","Adeudos",NA,6,"2017"
"315WMT","Adeudos",NA,6,"2018"
"315WMT","Adeudos",NA,6,"2019"
"315WMT","Adeudos",NA,6,"2020"
"315WMT","Adeudos",NA,6,"2021"
"315WMU","Adeudos",NA,2,"2020"
"315WMU","Adeudos",NA,2,"2021"
"315WMV","Adeudos",NA,5,"2017"
"315WMV","Adeudos",NA,5,"2018"
"315WMV","Adeudos",NA,5,"2019"
"315WMV","Adeudos",NA,5,"2020"
"315WMV","Adeudos",NA,5,"2021"
"315WMY","Cuenta con Placa Anterior y Adeudos","259WCY",6,"2016"
"315WMY","Cuenta con Placa Anterior y Adeudos","259WCY",6,"2017"
"315WMY","Cuenta con Placa Anterior y Adeudos","259WCY",6,"2018"
"315WMY","Cuenta con Placa Anterior y Adeudos","259WCY",6,"2019"
"315WMY","Cuenta con Placa Anterior y Adeudos","259WCY",6,"2020"
"315WMY","Cuenta con Placa Anterior y Adeudos","259WCY",6,"2021"
"315WNA","Sin adeudos",NA,0,"0"
"315WNB","Adeudos",NA,4,"2018"
"315WNB","Adeudos",NA,4,"2019"
"315WNB","Adeudos",NA,4,"2020"
"315WNB","Adeudos",NA,4,"2021"
"315WNE","Adeudos",NA,3,"2019"
"315WNE","Adeudos",NA,3,"2020"
"315WNE","Adeudos",NA,3,"2021"
"315WNK","Adeudos",NA,6,"2016"
"315WNK","Adeudos",NA,6,"2017"
"315WNK","Adeudos",NA,6,"2018"
"315WNK","Adeudos",NA,6,"2019"
"315WNK","Adeudos",NA,6,"2020"
"315WNK","Adeudos",NA,6,"2021"
"315WNM","Sin adeudos",NA,0,"0"
"315WNR","Adeudos",NA,7,"2014"
"315WNR","Adeudos",NA,7,"2016"
"315WNR","Adeudos",NA,7,"2017"
"315WNR","Adeudos",NA,7,"2018"
"315WNR","Adeudos",NA,7,"2019"
"315WNR","Adeudos",NA,7,"2020"
"315WNR","Adeudos",NA,7,"2021"
"315WNT","Sin adeudos",NA,0,"0"
"315WNV","Adeudos",NA,4,"2018"
"315WNV","Adeudos",NA,4,"2019"
"315WNV","Adeudos",NA,4,"2020"
"315WNV","Adeudos",NA,4,"2021"
"315WNW","Sin adeudos",NA,0,"0"
"315WPA","Sin adeudos",NA,0,"0"
"315WPB","Adeudos",NA,6,"2016"
"315WPB","Adeudos",NA,6,"2017"
"315WPB","Adeudos",NA,6,"2018"
"315WPB","Adeudos",NA,6,"2019"
"315WPB","Adeudos",NA,6,"2020"
"315WPB","Adeudos",NA,6,"2021"
"315WPC","Adeudos",NA,6,"2016"
"315WPC","Adeudos",NA,6,"2017"
"315WPC","Adeudos",NA,6,"2018"
"315WPC","Adeudos",NA,6,"2019"
"315WPC","Adeudos",NA,6,"2020"
"315WPC","Adeudos",NA,6,"2021"
"315WPD","Sin adeudos",NA,0,"0"
"315WPJ","Sin adeudos",NA,0,"0"
"315WPN","Adeudos",NA,5,"2017"
"315WPN","Adeudos",NA,5,"2018"
"315WPN","Adeudos",NA,5,"2019"
"315WPN","Adeudos",NA,5,"2020"
"315WPN","Adeudos",NA,5,"2021"
"315WPR","Adeudos",NA,6,"2016"
"315WPR","Adeudos",NA,6,"2017"
"315WPR","Adeudos",NA,6,"2018"
"315WPR","Adeudos",NA,6,"2019"
"315WPR","Adeudos",NA,6,"2020"
"315WPR","Adeudos",NA,6,"2021"
"315WPS","Adeudos",NA,2,"2020"
"315WPS","Adeudos",NA,2,"2021"
"315WPV","Sin adeudos",NA,0,"0"
"315WPX","Adeudos",NA,6,"2016"
"315WPX","Adeudos",NA,6,"2017"
"315WPX","Adeudos",NA,6,"2018"
"315WPX","Adeudos",NA,6,"2019"
"315WPX","Adeudos",NA,6,"2020"
"315WPX","Adeudos",NA,6,"2021"
"315WPZ","Cuenta con Placa Anterior y Adeudos","674PGJ",2,"2020"
"315WPZ","Cuenta con Placa Anterior y Adeudos","674PGJ",2,"2021"
"315WRA","Cuenta con Placa Anterior y Sin adeudos","758NVJ",0,"0"
"315WRB","Adeudos",NA,2,"2020"
"315WRB","Adeudos",NA,2,"2021"
"315WRC","Adeudos",NA,6,"2016"
"315WRC","Adeudos",NA,6,"2017"
"315WRC","Adeudos",NA,6,"2018"
"315WRC","Adeudos",NA,6,"2019"
"315WRC","Adeudos",NA,6,"2020"
"315WRC","Adeudos",NA,6,"2021"
"315WRE","Adeudos",NA,5,"2017"
"315WRE","Adeudos",NA,5,"2018"
"315WRE","Adeudos",NA,5,"2019"
"315WRE","Adeudos",NA,5,"2020"
"315WRE","Adeudos",NA,5,"2021"
"315WRF","Adeudos",NA,4,"2018"
"315WRF","Adeudos",NA,4,"2019"
"315WRF","Adeudos",NA,4,"2020"
"315WRF","Adeudos",NA,4,"2021"
"315WRJ","Adeudos",NA,5,"2017"
"315WRJ","Adeudos",NA,5,"2018"
"315WRJ","Adeudos",NA,5,"2019"
"315WRJ","Adeudos",NA,5,"2020"
"315WRJ","Adeudos",NA,5,"2021"
"315WRM","Adeudos",NA,4,"2018"
"315WRM","Adeudos",NA,4,"2019"
"315WRM","Adeudos",NA,4,"2020"
"315WRM","Adeudos",NA,4,"2021"
"315WRP","Adeudos",NA,1,"2021"
"315WRR","Adeudos",NA,6,"2016"
"315WRR","Adeudos",NA,6,"2017"
"315WRR","Adeudos",NA,6,"2018"
"315WRR","Adeudos",NA,6,"2019"
"315WRR","Adeudos",NA,6,"2020"
"315WRR","Adeudos",NA,6,"2021"
"315WRS","Adeudos",NA,5,"2017"
"315WRS","Adeudos",NA,5,"2018"
"315WRS","Adeudos",NA,5,"2019"
"315WRS","Adeudos",NA,5,"2020"
"315WRS","Adeudos",NA,5,"2021"
"315WRU","Sin adeudos",NA,0,"0"
"315WRV","Adeudos",NA,6,"2016"
"315WRV","Adeudos",NA,6,"2017"
"315WRV","Adeudos",NA,6,"2018"
"315WRV","Adeudos",NA,6,"2019"
"315WRV","Adeudos",NA,6,"2020"
"315WRV","Adeudos",NA,6,"2021"
"315WRX","Sin adeudos",NA,0,"0"
"315WSA","Adeudos",NA,2,"2020"
"315WSA","Adeudos",NA,2,"2021"
"315WSC","Adeudos",NA,4,"2018"
"315WSC","Adeudos",NA,4,"2019"
"315WSC","Adeudos",NA,4,"2020"
"315WSC","Adeudos",NA,4,"2021"
"315WSD","Sin adeudos",NA,0,"0"
"315WSF","Cuenta con Placa Anterior y Sin adeudos","296VDJ",0,"0"
"315WSH","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"315WSJ","Adeudos",NA,3,"2019"
"315WSJ","Adeudos",NA,3,"2020"
"315WSJ","Adeudos",NA,3,"2021"
"315WSK","Sin adeudos",NA,0,"0"
"315WSR","Sin adeudos",NA,0,"0"
"315WST","Adeudos",NA,1,"2021"
"315WSZ","Cuenta con Placa Anterior y Sin adeudos","315WSZ",0,"0"
"315WTB","Sin adeudos",NA,0,"0"
"315WTE","Sin adeudos",NA,0,"0"
"315WTL","Sin adeudos",NA,0,"0"
"315WTU","Adeudos",NA,3,"2019"
"315WTU","Adeudos",NA,3,"2020"
"315WTU","Adeudos",NA,3,"2021"
"315WTX","Adeudos",NA,4,"2018"
"315WTX","Adeudos",NA,4,"2019"
"315WTX","Adeudos",NA,4,"2020"
"315WTX","Adeudos",NA,4,"2021"
"315WTZ","Sin adeudos",NA,0,"0"
"315WUD","Adeudos",NA,4,"2018"
"315WUD","Adeudos",NA,4,"2019"
"315WUD","Adeudos",NA,4,"2020"
"315WUD","Adeudos",NA,4,"2021"
"315WUE","Adeudos",NA,1,"2021"
"315WUF","Adeudos",NA,1,"2021"
"315WUJ","Cuenta con Placa Anterior y Adeudos","931SEY",5,"2017"
"315WUJ","Cuenta con Placa Anterior y Adeudos","931SEY",5,"2018"
"315WUJ","Cuenta con Placa Anterior y Adeudos","931SEY",5,"2019"
"315WUJ","Cuenta con Placa Anterior y Adeudos","931SEY",5,"2020"
"315WUJ","Cuenta con Placa Anterior y Adeudos","931SEY",5,"2021"
"315WUM","Cuenta con Placa Anterior y Sin adeudos","879MVK",0,"0"
"315WUN","Sin adeudos",NA,0,"0"
"315WUR","Adeudos",NA,4,"2018"
"315WUR","Adeudos",NA,4,"2019"
"315WUR","Adeudos",NA,4,"2020"
"315WUR","Adeudos",NA,4,"2021"
"315WUV","Adeudos",NA,6,"2016"
"315WUV","Adeudos",NA,6,"2017"
"315WUV","Adeudos",NA,6,"2018"
"315WUV","Adeudos",NA,6,"2019"
"315WUV","Adeudos",NA,6,"2020"
"315WUV","Adeudos",NA,6,"2021"
"315WUW","Adeudos",NA,1,"2021"
"315WUZ","Adeudos",NA,3,"2019"
"315WUZ","Adeudos",NA,3,"2020"
"315WUZ","Adeudos",NA,3,"2021"
"315WVD","Adeudos",NA,2,"2020"
"315WVD","Adeudos",NA,2,"2021"
"315WVF","Adeudos",NA,6,"2016"
"315WVF","Adeudos",NA,6,"2017"
"315WVF","Adeudos",NA,6,"2018"
"315WVF","Adeudos",NA,6,"2019"
"315WVF","Adeudos",NA,6,"2020"
"315WVF","Adeudos",NA,6,"2021"
"315WVJ","Adeudos",NA,6,"2016"
"315WVJ","Adeudos",NA,6,"2017"
"315WVJ","Adeudos",NA,6,"2018"
"315WVJ","Adeudos",NA,6,"2019"
"315WVJ","Adeudos",NA,6,"2020"
"315WVJ","Adeudos",NA,6,"2021"
"315WVK","Sin adeudos",NA,0,"0"
"315WVP","Adeudos",NA,6,"2016"
"315WVP","Adeudos",NA,6,"2017"
"315WVP","Adeudos",NA,6,"2018"
"315WVP","Adeudos",NA,6,"2019"
"315WVP","Adeudos",NA,6,"2020"
"315WVP","Adeudos",NA,6,"2021"
"315WVR","Sin adeudos",NA,0,"0"
"315WVU","Adeudos",NA,6,"2016"
"315WVU","Adeudos",NA,6,"2017"
"315WVU","Adeudos",NA,6,"2018"
"315WVU","Adeudos",NA,6,"2019"
"315WVU","Adeudos",NA,6,"2020"
"315WVU","Adeudos",NA,6,"2021"
"315WVV","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"315WVY","Cuenta con Placa Anterior y Adeudos","336WAC",5,"2017"
"315WVY","Cuenta con Placa Anterior y Adeudos","336WAC",5,"2018"
"315WVY","Cuenta con Placa Anterior y Adeudos","336WAC",5,"2019"
"315WVY","Cuenta con Placa Anterior y Adeudos","336WAC",5,"2020"
"315WVY","Cuenta con Placa Anterior y Adeudos","336WAC",5,"2021"
"315WVZ","Cuenta con Placa Anterior y Adeudos","315WVZ",1,"2021"
"315WWA","Adeudos",NA,6,"2016"
"315WWA","Adeudos",NA,6,"2017"
"315WWA","Adeudos",NA,6,"2018"
"315WWA","Adeudos",NA,6,"2019"
"315WWA","Adeudos",NA,6,"2020"
"315WWA","Adeudos",NA,6,"2021"
"315WWC","Sin adeudos",NA,0,"0"
"315WWD","Cuenta con Placa Anterior y Sin adeudos","315WWD",0,"0"
"315WWE","Sin adeudos",NA,0,"0"
"315WWG","Sin adeudos",NA,0,"0"
"315WWH","Sin adeudos",NA,0,"0"
"315WWP","Adeudos",NA,3,"2019"
"315WWP","Adeudos",NA,3,"2020"
"315WWP","Adeudos",NA,3,"2021"
"315WWS","Sin adeudos",NA,0,"0"
"315WWU","Sin adeudos",NA,0,"0"
"315WWX","Adeudos",NA,5,"2017"
"315WWX","Adeudos",NA,5,"2018"
"315WWX","Adeudos",NA,5,"2019"
"315WWX","Adeudos",NA,5,"2020"
"315WWX","Adeudos",NA,5,"2021"
"315WWY","Adeudos",NA,5,"2017"
"315WWY","Adeudos",NA,5,"2018"
"315WWY","Adeudos",NA,5,"2019"
"315WWY","Adeudos",NA,5,"2020"
"315WWY","Adeudos",NA,5,"2021"
"315WXB","Cuenta con Placa Anterior y Adeudos","315WXB",3,"2019"
"315WXB","Cuenta con Placa Anterior y Adeudos","315WXB",3,"2020"
"315WXB","Cuenta con Placa Anterior y Adeudos","315WXB",3,"2021"
"315WXF","Sin adeudos",NA,0,"0"
"315WXL","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"315WXS","Adeudos",NA,4,"2018"
"315WXS","Adeudos",NA,4,"2019"
"315WXS","Adeudos",NA,4,"2020"
"315WXS","Adeudos",NA,4,"2021"
"315WXT","Adeudos",NA,5,"2017"
"315WXT","Adeudos",NA,5,"2018"
"315WXT","Adeudos",NA,5,"2019"
"315WXT","Adeudos",NA,5,"2020"
"315WXT","Adeudos",NA,5,"2021"
"315WXW","Adeudos",NA,4,"2018"
"315WXW","Adeudos",NA,4,"2019"
"315WXW","Adeudos",NA,4,"2020"
"315WXW","Adeudos",NA,4,"2021"
"315WXX","Sin adeudos",NA,0,"0"
"315WYA","Adeudos",NA,5,"2017"
"315WYA","Adeudos",NA,5,"2018"
"315WYA","Adeudos",NA,5,"2019"
"315WYA","Adeudos",NA,5,"2020"
"315WYA","Adeudos",NA,5,"2021"
"315WYB","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"315WYE","Adeudos",NA,7,"2014"
"315WYE","Adeudos",NA,7,"2016"
"315WYE","Adeudos",NA,7,"2017"
"315WYE","Adeudos",NA,7,"2018"
"315WYE","Adeudos",NA,7,"2019"
"315WYE","Adeudos",NA,7,"2020"
"315WYE","Adeudos",NA,7,"2021"
"315WYG","Adeudos",NA,4,"2018"
"315WYG","Adeudos",NA,4,"2019"
"315WYG","Adeudos",NA,4,"2020"
"315WYG","Adeudos",NA,4,"2021"
"315WYH","Cuenta con Placa Anterior y Sin adeudos","315WYH",0,"0"
"315WYJ","Adeudos",NA,2,"2020"
"315WYJ","Adeudos",NA,2,"2021"
"315WYM","Cuenta con Placa Anterior y Adeudos","367LYD",4,"2018"
"315WYM","Cuenta con Placa Anterior y Adeudos","367LYD",4,"2019"
"315WYM","Cuenta con Placa Anterior y Adeudos","367LYD",4,"2020"
"315WYM","Cuenta con Placa Anterior y Adeudos","367LYD",4,"2021"
"315WYN","Adeudos",NA,4,"2018"
"315WYN","Adeudos",NA,4,"2019"
"315WYN","Adeudos",NA,4,"2020"
"315WYN","Adeudos",NA,4,"2021"
"315WYP","Sin adeudos",NA,0,"0"
"315WYR","Adeudos",NA,5,"2017"
"315WYR","Adeudos",NA,5,"2018"
"315WYR","Adeudos",NA,5,"2019"
"315WYR","Adeudos",NA,5,"2020"
"315WYR","Adeudos",NA,5,"2021"
"315WYU","Adeudos",NA,6,"2016"
"315WYU","Adeudos",NA,6,"2017"
"315WYU","Adeudos",NA,6,"2018"
"315WYU","Adeudos",NA,6,"2019"
"315WYU","Adeudos",NA,6,"2020"
"315WYU","Adeudos",NA,6,"2021"
"315WYV","Sin adeudos",NA,0,"0"
"315WYW","Adeudos",NA,2,"2020"
"315WYW","Adeudos",NA,2,"2021"
"315WYX","Sin adeudos",NA,0,"0"
"315WYY","Adeudos",NA,3,"2019"
"315WYY","Adeudos",NA,3,"2020"
"315WYY","Adeudos",NA,3,"2021"
"315WZC","Adeudos",NA,4,"2018"
"315WZC","Adeudos",NA,4,"2019"
"315WZC","Adeudos",NA,4,"2020"
"315WZC","Adeudos",NA,4,"2021"
"315WZD","Sin adeudos",NA,0,"0"
"315WZG","Sin adeudos",NA,0,"0"
"315WZH","Sin adeudos",NA,0,"0"
"315WZK","Cuenta con Placa Anterior y Adeudos","123MTU",5,"2017"
"315WZK","Cuenta con Placa Anterior y Adeudos","123MTU",5,"2018"
"315WZK","Cuenta con Placa Anterior y Adeudos","123MTU",5,"2019"
"315WZK","Cuenta con Placa Anterior y Adeudos","123MTU",5,"2020"
"315WZK","Cuenta con Placa Anterior y Adeudos","123MTU",5,"2021"
"315WZT","Adeudos",NA,7,"2014"
"315WZT","Adeudos",NA,7,"2015"
"315WZT","Adeudos",NA,7,"2017"
"315WZT","Adeudos",NA,7,"2018"
"315WZT","Adeudos",NA,7,"2019"
"315WZT","Adeudos",NA,7,"2020"
"315WZT","Adeudos",NA,7,"2021"
"315WZX","Cuenta con Placa Anterior y Adeudos","315WZX",4,"2018"
"315WZX","Cuenta con Placa Anterior y Adeudos","315WZX",4,"2019"
"315WZX","Cuenta con Placa Anterior y Adeudos","315WZX",4,"2020"
"315WZX","Cuenta con Placa Anterior y Adeudos","315WZX",4,"2021"
"315WZY","Adeudos",NA,4,"2018"
"315WZY","Adeudos",NA,4,"2019"
"315WZY","Adeudos",NA,4,"2020"
"315WZY","Adeudos",NA,4,"2021"
"315XAB","Adeudos",NA,3,"2019"
"315XAB","Adeudos",NA,3,"2020"
"315XAB","Adeudos",NA,3,"2021"
"315XAC","Adeudos",NA,5,"2017"
"315XAC","Adeudos",NA,5,"2018"
"315XAC","Adeudos",NA,5,"2019"
"315XAC","Adeudos",NA,5,"2020"
"315XAC","Adeudos",NA,5,"2021"
"315XAD","Adeudos",NA,6,"2016"
"315XAD","Adeudos",NA,6,"2017"
"315XAD","Adeudos",NA,6,"2018"
"315XAD","Adeudos",NA,6,"2019"
"315XAD","Adeudos",NA,6,"2020"
"315XAD","Adeudos",NA,6,"2021"
"315XAF","Adeudos",NA,5,"2017"
"315XAF","Adeudos",NA,5,"2018"
"315XAF","Adeudos",NA,5,"2019"
