"placa","estatus","placa_anterior","years_adeudos","years"
"307WBD","Adeudos",NA,6,"2020"
"307WBD","Adeudos",NA,6,"2021"
"307WBF","Adeudos",NA,6,"2016"
"307WBF","Adeudos",NA,6,"2017"
"307WBF","Adeudos",NA,6,"2018"
"307WBF","Adeudos",NA,6,"2019"
"307WBF","Adeudos",NA,6,"2020"
"307WBF","Adeudos",NA,6,"2021"
"307WBG","Adeudos",NA,5,"2017"
"307WBG","Adeudos",NA,5,"2018"
"307WBG","Adeudos",NA,5,"2019"
"307WBG","Adeudos",NA,5,"2020"
"307WBG","Adeudos",NA,5,"2021"
"307WBH","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"307WBJ","Adeudos",NA,6,"2016"
"307WBJ","Adeudos",NA,6,"2017"
"307WBJ","Adeudos",NA,6,"2018"
"307WBJ","Adeudos",NA,6,"2019"
"307WBJ","Adeudos",NA,6,"2020"
"307WBJ","Adeudos",NA,6,"2021"
"307WBK","Adeudos",NA,5,"2017"
"307WBK","Adeudos",NA,5,"2018"
"307WBK","Adeudos",NA,5,"2019"
"307WBK","Adeudos",NA,5,"2020"
"307WBK","Adeudos",NA,5,"2021"
"307WBL","Adeudos",NA,3,"2018"
"307WBL","Adeudos",NA,3,"2019"
"307WBL","Adeudos",NA,3,"2020"
"307WBM","Sin adeudos",NA,0,"0"
"307WBN","Adeudos",NA,3,"2019"
"307WBN","Adeudos",NA,3,"2020"
"307WBN","Adeudos",NA,3,"2021"
"307WBT","Sin adeudos",NA,0,"0"
"307WBV","Adeudos",NA,7,"2014"
"307WBV","Adeudos",NA,7,"2015"
"307WBV","Adeudos",NA,7,"2017"
"307WBV","Adeudos",NA,7,"2018"
"307WBV","Adeudos",NA,7,"2019"
"307WBV","Adeudos",NA,7,"2020"
"307WBV","Adeudos",NA,7,"2021"
"307WBZ","Sin adeudos",NA,0,"0"
"307WCA","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"307WCB","Adeudos",NA,5,"2017"
"307WCB","Adeudos",NA,5,"2018"
"307WCB","Adeudos",NA,5,"2019"
"307WCB","Adeudos",NA,5,"2020"
"307WCB","Adeudos",NA,5,"2021"
"307WCC","Adeudos",NA,2,"2020"
"307WCC","Adeudos",NA,2,"2021"
"307WCF","El número de placa no se localizó en el padrón",NA,0,"0"
"307WCG","Adeudos",NA,3,"2019"
"307WCG","Adeudos",NA,3,"2020"
"307WCG","Adeudos",NA,3,"2021"
"307WCH","Cuenta con Placa Anterior y Adeudos","178TVZ",6,"2016"
"307WCH","Cuenta con Placa Anterior y Adeudos","178TVZ",6,"2017"
"307WCH","Cuenta con Placa Anterior y Adeudos","178TVZ",6,"2018"
"307WCH","Cuenta con Placa Anterior y Adeudos","178TVZ",6,"2019"
"307WCH","Cuenta con Placa Anterior y Adeudos","178TVZ",6,"2020"
"307WCH","Cuenta con Placa Anterior y Adeudos","178TVZ",6,"2021"
"307WCK","Adeudos",NA,5,"2017"
"307WCK","Adeudos",NA,5,"2018"
"307WCK","Adeudos",NA,5,"2019"
"307WCK","Adeudos",NA,5,"2020"
"307WCK","Adeudos",NA,5,"2021"
"307WCR","Adeudos",NA,6,"2016"
"307WCR","Adeudos",NA,6,"2017"
"307WCR","Adeudos",NA,6,"2018"
"307WCR","Adeudos",NA,6,"2019"
"307WCR","Adeudos",NA,6,"2020"
"307WCR","Adeudos",NA,6,"2021"
"307WCT","Sin adeudos",NA,0,"0"
"307WCW","Sin adeudos",NA,0,"0"
"307WCX","Sin adeudos",NA,0,"0"
"307WCY","Sin adeudos",NA,0,"0"
"307WDA","Adeudos",NA,3,"2019"
"307WDA","Adeudos",NA,3,"2020"
"307WDA","Adeudos",NA,3,"2021"
"307WDB","Sin adeudos",NA,0,"0"
"307WDC","Adeudos",NA,6,"2016"
"307WDC","Adeudos",NA,6,"2017"
"307WDC","Adeudos",NA,6,"2018"
"307WDC","Adeudos",NA,6,"2019"
"307WDC","Adeudos",NA,6,"2020"
"307WDC","Adeudos",NA,6,"2021"
"307WDH","Cuenta con Placa Anterior y Adeudos","307WDH",4,"2017"
"307WDH","Cuenta con Placa Anterior y Adeudos","307WDH",4,"2018"
"307WDH","Cuenta con Placa Anterior y Adeudos","307WDH",4,"2019"
"307WDH","Cuenta con Placa Anterior y Adeudos","307WDH",4,"2020"
"307WDK","Sin adeudos",NA,0,"0"
"307WDM","Adeudos",NA,4,"2018"
"307WDM","Adeudos",NA,4,"2019"
"307WDM","Adeudos",NA,4,"2020"
"307WDM","Adeudos",NA,4,"2021"
"307WDN","Adeudos",NA,6,"2016"
"307WDN","Adeudos",NA,6,"2017"
"307WDN","Adeudos",NA,6,"2018"
"307WDN","Adeudos",NA,6,"2019"
"307WDN","Adeudos",NA,6,"2020"
"307WDN","Adeudos",NA,6,"2021"
"307WDP","Adeudos",NA,5,"2017"
"307WDP","Adeudos",NA,5,"2018"
"307WDP","Adeudos",NA,5,"2019"
"307WDP","Adeudos",NA,5,"2020"
"307WDP","Adeudos",NA,5,"2021"
"307WDR","Sin adeudos",NA,0,"0"
"307WDT","Sin adeudos",NA,0,"0"
"307WDU","Adeudos",NA,2,"2020"
"307WDU","Adeudos",NA,2,"2021"
"307WDV","Sin adeudos",NA,0,"0"
"307WDW","Adeudos",NA,4,"2018"
"307WDW","Adeudos",NA,4,"2019"
"307WDW","Adeudos",NA,4,"2020"
"307WDW","Adeudos",NA,4,"2021"
"307WDX","Adeudos",NA,2,"2020"
"307WDX","Adeudos",NA,2,"2021"
"307WDY","Sin adeudos",NA,0,"0"
"307WDZ","Cuenta con Placa Anterior y Adeudos","307WDZ",3,"2019"
"307WDZ","Cuenta con Placa Anterior y Adeudos","307WDZ",3,"2020"
"307WDZ","Cuenta con Placa Anterior y Adeudos","307WDZ",3,"2021"
"307WEA","Adeudos",NA,2,"2020"
"307WEA","Adeudos",NA,2,"2021"
"307WEB","Adeudos",NA,4,"2018"
"307WEB","Adeudos",NA,4,"2019"
"307WEB","Adeudos",NA,4,"2020"
"307WEB","Adeudos",NA,4,"2021"
"307WEC","Adeudos",NA,5,"2017"
"307WEC","Adeudos",NA,5,"2018"
"307WEC","Adeudos",NA,5,"2019"
"307WEC","Adeudos",NA,5,"2020"
"307WEC","Adeudos",NA,5,"2021"
"307WEF","Adeudos",NA,1,"2021"
"307WEJ","Adeudos",NA,4,"2018"
"307WEJ","Adeudos",NA,4,"2019"
"307WEJ","Adeudos",NA,4,"2020"
"307WEJ","Adeudos",NA,4,"2021"
"307WEL","Adeudos",NA,2,"2020"
"307WEL","Adeudos",NA,2,"2021"
"307WEM","Sin adeudos",NA,0,"0"
"307WEP","Adeudos",NA,1,"2021"
"307WET","Sin adeudos",NA,0,"0"
"307WEX","Sin adeudos",NA,0,"0"
"307WEZ","Sin adeudos",NA,0,"0"
"307WFA","Sin adeudos",NA,0,"0"
"307WFB","Adeudos",NA,3,"2019"
"307WFB","Adeudos",NA,3,"2020"
"307WFB","Adeudos",NA,3,"2021"
"307WFC","Sin adeudos",NA,0,"0"
"307WFE","Adeudos",NA,3,"2019"
"307WFE","Adeudos",NA,3,"2020"
"307WFE","Adeudos",NA,3,"2021"
"307WFG","Adeudos",NA,6,"2014"
"307WFG","Adeudos",NA,6,"2017"
"307WFG","Adeudos",NA,6,"2018"
"307WFG","Adeudos",NA,6,"2019"
"307WFG","Adeudos",NA,6,"2020"
"307WFG","Adeudos",NA,6,"2021"
"307WFJ","Sin adeudos",NA,0,"0"
"307WFP","Adeudos",NA,4,"2018"
"307WFP","Adeudos",NA,4,"2019"
"307WFP","Adeudos",NA,4,"2020"
"307WFP","Adeudos",NA,4,"2021"
"307WFS","Sin adeudos",NA,0,"0"
"307WFU","Adeudos",NA,3,"2018"
"307WFU","Adeudos",NA,3,"2019"
"307WFU","Adeudos",NA,3,"2020"
"307WFW","Adeudos",NA,6,"2016"
"307WFW","Adeudos",NA,6,"2017"
"307WFW","Adeudos",NA,6,"2018"
"307WFW","Adeudos",NA,6,"2019"
"307WFW","Adeudos",NA,6,"2020"
"307WFW","Adeudos",NA,6,"2021"
"307WFZ","Sin adeudos",NA,0,"0"
"307WGA","Adeudos",NA,5,"2017"
"307WGA","Adeudos",NA,5,"2018"
"307WGA","Adeudos",NA,5,"2019"
"307WGA","Adeudos",NA,5,"2020"
"307WGA","Adeudos",NA,5,"2021"
"307WGC","Adeudos",NA,6,"2016"
"307WGC","Adeudos",NA,6,"2017"
"307WGC","Adeudos",NA,6,"2018"
"307WGC","Adeudos",NA,6,"2019"
"307WGC","Adeudos",NA,6,"2020"
"307WGC","Adeudos",NA,6,"2021"
"307WGE","Sin adeudos",NA,0,"0"
"307WGG","Sin adeudos",NA,0,"0"
"307WGH","Adeudos",NA,5,"2017"
"307WGH","Adeudos",NA,5,"2018"
"307WGH","Adeudos",NA,5,"2019"
"307WGH","Adeudos",NA,5,"2020"
"307WGH","Adeudos",NA,5,"2021"
"307WGJ","Adeudos",NA,2,"2020"
"307WGJ","Adeudos",NA,2,"2021"
"307WGK","Sin adeudos",NA,0,"0"
"307WGP","Cuenta con Placa Anterior y Adeudos","455VUR",4,"2018"
"307WGP","Cuenta con Placa Anterior y Adeudos","455VUR",4,"2019"
"307WGP","Cuenta con Placa Anterior y Adeudos","455VUR",4,"2020"
"307WGP","Cuenta con Placa Anterior y Adeudos","455VUR",4,"2021"
"307WGR","Sin adeudos",NA,0,"0"
"307WGT","Adeudos",NA,1,"2021"
"307WGV","Sin adeudos",NA,0,"0"
"307WGX","Sin adeudos",NA,0,"0"
"307WGY","Adeudos",NA,3,"2019"
"307WGY","Adeudos",NA,3,"2020"
"307WGY","Adeudos",NA,3,"2021"
"307WGZ","Cuenta con Placa Anterior y Adeudos","519PZE",2,"2020"
"307WGZ","Cuenta con Placa Anterior y Adeudos","519PZE",2,"2021"
"307WHB","Cuenta con Placa Anterior y Adeudos","307WHB",1,"2021"
"307WHE","Sin adeudos",NA,0,"0"
"307WHK","Adeudos",NA,2,"2020"
"307WHK","Adeudos",NA,2,"2021"
"307WHM","Sin adeudos",NA,0,"0"
"307WHN","Sin adeudos",NA,0,"0"
"307WHS","Adeudos",NA,1,"2021"
"307WHT","Cuenta con Placa Anterior y Sin adeudos","307WHT",0,"0"
"307WHV","Cuenta con Placa Anterior y Adeudos","361RRH",5,"2017"
"307WHV","Cuenta con Placa Anterior y Adeudos","361RRH",5,"2018"
"307WHV","Cuenta con Placa Anterior y Adeudos","361RRH",5,"2019"
"307WHV","Cuenta con Placa Anterior y Adeudos","361RRH",5,"2020"
"307WHV","Cuenta con Placa Anterior y Adeudos","361RRH",5,"2021"
"307WHW","Sin adeudos",NA,0,"0"
"307WHX","Sin adeudos",NA,0,"0"
"307WHY","Cuenta con Placa Anterior y Adeudos","760TYN",3,"2019"
"307WHY","Cuenta con Placa Anterior y Adeudos","760TYN",3,"2020"
"307WHY","Cuenta con Placa Anterior y Adeudos","760TYN",3,"2021"
"307WJB","Cuenta con Placa Anterior y Sin adeudos","630RLC",0,"0"
"307WJC","Adeudos",NA,3,"2019"
"307WJC","Adeudos",NA,3,"2020"
"307WJC","Adeudos",NA,3,"2021"
"307WJD","Adeudos",NA,2,"2020"
"307WJD","Adeudos",NA,2,"2021"
"307WJE","Adeudos",NA,5,"2017"
"307WJE","Adeudos",NA,5,"2018"
"307WJE","Adeudos",NA,5,"2019"
"307WJE","Adeudos",NA,5,"2020"
"307WJE","Adeudos",NA,5,"2021"
"307WJF","Adeudos",NA,5,"2017"
"307WJF","Adeudos",NA,5,"2018"
"307WJF","Adeudos",NA,5,"2019"
"307WJF","Adeudos",NA,5,"2020"
"307WJF","Adeudos",NA,5,"2021"
"307WJG","Adeudos",NA,2,"2020"
"307WJG","Adeudos",NA,2,"2021"
"307WJH","Adeudos",NA,1,"2021"
"307WJJ","Adeudos",NA,6,"2016"
"307WJJ","Adeudos",NA,6,"2017"
"307WJJ","Adeudos",NA,6,"2018"
"307WJJ","Adeudos",NA,6,"2019"
"307WJJ","Adeudos",NA,6,"2020"
"307WJJ","Adeudos",NA,6,"2021"
"307WJL","Sin adeudos",NA,0,"0"
"307WJP","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"307WJS","Adeudos",NA,3,"2019"
"307WJS","Adeudos",NA,3,"2020"
"307WJS","Adeudos",NA,3,"2021"
"307WJT","Adeudos",NA,3,"2019"
"307WJT","Adeudos",NA,3,"2020"
"307WJT","Adeudos",NA,3,"2021"
"307WJV","Sin adeudos",NA,0,"0"
"307WJX","Adeudos",NA,1,"2021"
"307WKB","Sin adeudos",NA,0,"0"
"307WKF","Adeudos",NA,3,"2019"
"307WKF","Adeudos",NA,3,"2020"
"307WKF","Adeudos",NA,3,"2021"
"307WKG","Adeudos",NA,4,"2018"
"307WKG","Adeudos",NA,4,"2019"
"307WKG","Adeudos",NA,4,"2020"
"307WKG","Adeudos",NA,4,"2021"
"307WKH","Sin adeudos",NA,0,"0"
"307WKL","Sin adeudos",NA,0,"0"
"307WKR","Adeudos",NA,4,"2018"
"307WKR","Adeudos",NA,4,"2019"
"307WKR","Adeudos",NA,4,"2020"
"307WKR","Adeudos",NA,4,"2021"
"307WKV","Sin adeudos",NA,0,"0"
"307WKZ","Adeudos",NA,4,"2018"
"307WKZ","Adeudos",NA,4,"2019"
"307WKZ","Adeudos",NA,4,"2020"
"307WKZ","Adeudos",NA,4,"2021"
"307WLA","Adeudos",NA,1,"2021"
"307WLD","Adeudos",NA,6,"2016"
"307WLD","Adeudos",NA,6,"2017"
"307WLD","Adeudos",NA,6,"2018"
"307WLD","Adeudos",NA,6,"2019"
"307WLD","Adeudos",NA,6,"2020"
"307WLD","Adeudos",NA,6,"2021"
"307WLG","Sin adeudos",NA,0,"0"
"307WLJ","Cuenta con Placa Anterior y Adeudos","992TCU",6,"2016"
"307WLJ","Cuenta con Placa Anterior y Adeudos","992TCU",6,"2017"
"307WLJ","Cuenta con Placa Anterior y Adeudos","992TCU",6,"2018"
"307WLJ","Cuenta con Placa Anterior y Adeudos","992TCU",6,"2019"
"307WLJ","Cuenta con Placa Anterior y Adeudos","992TCU",6,"2020"
"307WLJ","Cuenta con Placa Anterior y Adeudos","992TCU",6,"2021"
"307WLL","Cuenta con Placa Anterior y Sin adeudos","307WLL",0,"0"
"307WLS","Cuenta con Placa Anterior y Sin adeudos","307WLS",0,"0"
"307WLV","Adeudos",NA,4,"2014"
"307WLV","Adeudos",NA,4,"2015"
"307WLV","Adeudos",NA,4,"2016"
"307WLV","Adeudos",NA,4,"2021"
"307WLY","Adeudos",NA,5,"2017"
"307WLY","Adeudos",NA,5,"2018"
"307WLY","Adeudos",NA,5,"2019"
"307WLY","Adeudos",NA,5,"2020"
"307WLY","Adeudos",NA,5,"2021"
"307WMB","Adeudos",NA,5,"2017"
"307WMB","Adeudos",NA,5,"2018"
"307WMB","Adeudos",NA,5,"2019"
"307WMB","Adeudos",NA,5,"2020"
"307WMB","Adeudos",NA,5,"2021"
"307WMC","Adeudos",NA,6,"2016"
"307WMC","Adeudos",NA,6,"2017"
"307WMC","Adeudos",NA,6,"2018"
"307WMC","Adeudos",NA,6,"2019"
"307WMC","Adeudos",NA,6,"2020"
"307WMC","Adeudos",NA,6,"2021"
"307WMD","Adeudos",NA,7,"2015"
"307WMD","Adeudos",NA,7,"2016"
"307WMD","Adeudos",NA,7,"2017"
"307WMD","Adeudos",NA,7,"2018"
"307WMD","Adeudos",NA,7,"2019"
"307WMD","Adeudos",NA,7,"2020"
"307WMD","Adeudos",NA,7,"2021"
"307WME","Adeudos",NA,2,"2020"
"307WME","Adeudos",NA,2,"2021"
"307WMK","Adeudos",NA,5,"2017"
"307WMK","Adeudos",NA,5,"2018"
"307WMK","Adeudos",NA,5,"2019"
"307WMK","Adeudos",NA,5,"2020"
"307WMK","Adeudos",NA,5,"2021"
"307WML","Adeudos",NA,5,"2017"
"307WML","Adeudos",NA,5,"2018"
"307WML","Adeudos",NA,5,"2019"
"307WML","Adeudos",NA,5,"2020"
"307WML","Adeudos",NA,5,"2021"
"307WMM","Cuenta con Placa Anterior y Adeudos","307WMM",3,"2019"
"307WMM","Cuenta con Placa Anterior y Adeudos","307WMM",3,"2020"
"307WMM","Cuenta con Placa Anterior y Adeudos","307WMM",3,"2021"
"307WMN","Sin adeudos",NA,0,"0"
"307WMP","Sin adeudos",NA,0,"0"
"307WMX","Sin adeudos",NA,0,"0"
"307WMY","Adeudos",NA,4,"2018"
"307WMY","Adeudos",NA,4,"2019"
"307WMY","Adeudos",NA,4,"2020"
"307WMY","Adeudos",NA,4,"2021"
"307WMZ","Adeudos",NA,5,"2017"
"307WMZ","Adeudos",NA,5,"2018"
"307WMZ","Adeudos",NA,5,"2019"
"307WMZ","Adeudos",NA,5,"2020"
"307WMZ","Adeudos",NA,5,"2021"
"307WNA","Adeudos",NA,1,"2021"
"307WNB","Sin adeudos",NA,0,"0"
"307WNC","Adeudos",NA,1,"2021"
"307WND","Adeudos",NA,6,"2016"
"307WND","Adeudos",NA,6,"2017"
"307WND","Adeudos",NA,6,"2018"
"307WND","Adeudos",NA,6,"2019"
"307WND","Adeudos",NA,6,"2020"
"307WND","Adeudos",NA,6,"2021"
"307WNE","Adeudos",NA,6,"2016"
"307WNE","Adeudos",NA,6,"2017"
"307WNE","Adeudos",NA,6,"2018"
"307WNE","Adeudos",NA,6,"2019"
"307WNE","Adeudos",NA,6,"2020"
"307WNE","Adeudos",NA,6,"2021"
"307WNF","Adeudos",NA,6,"2016"
"307WNF","Adeudos",NA,6,"2017"
"307WNF","Adeudos",NA,6,"2018"
"307WNF","Adeudos",NA,6,"2019"
"307WNF","Adeudos",NA,6,"2020"
"307WNF","Adeudos",NA,6,"2021"
"307WNG","Adeudos",NA,6,"2016"
"307WNG","Adeudos",NA,6,"2017"
"307WNG","Adeudos",NA,6,"2018"
"307WNG","Adeudos",NA,6,"2019"
"307WNG","Adeudos",NA,6,"2020"
"307WNG","Adeudos",NA,6,"2021"
"307WNL","Sin adeudos",NA,0,"0"
"307WNM","Adeudos",NA,1,"2021"
"307WNN","Adeudos",NA,5,"2017"
"307WNN","Adeudos",NA,5,"2018"
"307WNN","Adeudos",NA,5,"2019"
"307WNN","Adeudos",NA,5,"2020"
"307WNN","Adeudos",NA,5,"2021"
"307WNP","Sin adeudos",NA,0,"0"
"307WNR","Cuenta con Placa Anterior y Adeudos","412VGT",1,"2021"
"307WNS","Adeudos",NA,3,"2019"
"307WNS","Adeudos",NA,3,"2020"
"307WNS","Adeudos",NA,3,"2021"
"307WNV","Sin adeudos",NA,0,"0"
"307WNX","Adeudos",NA,2,"2020"
"307WNX","Adeudos",NA,2,"2021"
"307WNY","Sin adeudos",NA,0,"0"
"307WPB","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"307WPH","Adeudos",NA,3,"2019"
"307WPH","Adeudos",NA,3,"2020"
"307WPH","Adeudos",NA,3,"2021"
"307WPM","Adeudos",NA,5,"2017"
"307WPM","Adeudos",NA,5,"2018"
"307WPM","Adeudos",NA,5,"2019"
"307WPM","Adeudos",NA,5,"2020"
"307WPM","Adeudos",NA,5,"2021"
"307WPR","Adeudos",NA,2,"2020"
"307WPR","Adeudos",NA,2,"2021"
"307WPU","Sin adeudos",NA,0,"0"
"307WPW","Adeudos",NA,1,"2021"
"307WPZ","Cuenta con Placa Anterior y Adeudos","307WPZ",4,"2016"
"307WPZ","Cuenta con Placa Anterior y Adeudos","307WPZ",4,"2017"
"307WPZ","Cuenta con Placa Anterior y Adeudos","307WPZ",4,"2018"
"307WPZ","Cuenta con Placa Anterior y Adeudos","307WPZ",4,"2019"
"307WRA","Adeudos",NA,3,"2019"
"307WRA","Adeudos",NA,3,"2020"
"307WRA","Adeudos",NA,3,"2021"
"307WRB","Sin adeudos",NA,0,"0"
"307WRC","Cuenta con Placa Anterior y Adeudos","187TLX",3,"2019"
"307WRC","Cuenta con Placa Anterior y Adeudos","187TLX",3,"2020"
"307WRC","Cuenta con Placa Anterior y Adeudos","187TLX",3,"2021"
"307WRE","Adeudos",NA,3,"2019"
"307WRE","Adeudos",NA,3,"2020"
"307WRE","Adeudos",NA,3,"2021"
"307WRG","Sin adeudos",NA,0,"0"
"307WRH","Adeudos",NA,5,"2017"
"307WRH","Adeudos",NA,5,"2018"
"307WRH","Adeudos",NA,5,"2019"
"307WRH","Adeudos",NA,5,"2020"
"307WRH","Adeudos",NA,5,"2021"
"307WRJ","Adeudos",NA,5,"2017"
"307WRJ","Adeudos",NA,5,"2018"
"307WRJ","Adeudos",NA,5,"2019"
"307WRJ","Adeudos",NA,5,"2020"
"307WRJ","Adeudos",NA,5,"2021"
"307WRP","Adeudos",NA,5,"2016"
"307WRP","Adeudos",NA,5,"2017"
"307WRP","Adeudos",NA,5,"2018"
"307WRP","Adeudos",NA,5,"2020"
"307WRP","Adeudos",NA,5,"2021"
"307WRS","Sin adeudos",NA,0,"0"
"307WRT","Adeudos",NA,6,"2016"
"307WRT","Adeudos",NA,6,"2017"
"307WRT","Adeudos",NA,6,"2018"
"307WRT","Adeudos",NA,6,"2019"
"307WRT","Adeudos",NA,6,"2020"
"307WRT","Adeudos",NA,6,"2021"
"307WRX","Sin adeudos",NA,0,"0"
"307WRZ","Adeudos",NA,1,"2021"
"307WSA","Adeudos",NA,4,"2018"
"307WSA","Adeudos",NA,4,"2019"
"307WSA","Adeudos",NA,4,"2020"
"307WSA","Adeudos",NA,4,"2021"
"307WSB","Sin adeudos",NA,0,"0"
"307WSE","Cuenta con Placa Anterior y Adeudos","882UJU",7,"2015"
"307WSE","Cuenta con Placa Anterior y Adeudos","882UJU",7,"2016"
"307WSE","Cuenta con Placa Anterior y Adeudos","882UJU",7,"2017"
"307WSE","Cuenta con Placa Anterior y Adeudos","882UJU",7,"2018"
"307WSE","Cuenta con Placa Anterior y Adeudos","882UJU",7,"2019"
"307WSE","Cuenta con Placa Anterior y Adeudos","882UJU",7,"2020"
"307WSE","Cuenta con Placa Anterior y Adeudos","882UJU",7,"2021"
"307WSF","Adeudos",NA,6,"2016"
"307WSF","Adeudos",NA,6,"2017"
"307WSF","Adeudos",NA,6,"2018"
"307WSF","Adeudos",NA,6,"2019"
"307WSF","Adeudos",NA,6,"2020"
"307WSF","Adeudos",NA,6,"2021"
"307WSG","Adeudos",NA,1,"2021"
"307WSH","Sin adeudos",NA,0,"0"
"307WSJ","Adeudos",NA,7,"2015"
"307WSJ","Adeudos",NA,7,"2016"
"307WSJ","Adeudos",NA,7,"2017"
"307WSJ","Adeudos",NA,7,"2018"
"307WSJ","Adeudos",NA,7,"2019"
"307WSJ","Adeudos",NA,7,"2020"
"307WSJ","Adeudos",NA,7,"2021"
"307WSK","Adeudos",NA,4,"2018"
"307WSK","Adeudos",NA,4,"2019"
"307WSK","Adeudos",NA,4,"2020"
"307WSK","Adeudos",NA,4,"2021"
"307WSL","Sin adeudos",NA,0,"0"
"307WSN","Sin adeudos",NA,0,"0"
"307WSP","Adeudos",NA,6,"2016"
"307WSP","Adeudos",NA,6,"2017"
"307WSP","Adeudos",NA,6,"2018"
"307WSP","Adeudos",NA,6,"2019"
"307WSP","Adeudos",NA,6,"2020"
"307WSP","Adeudos",NA,6,"2021"
"307WSS","Adeudos",NA,2,"2020"
"307WSS","Adeudos",NA,2,"2021"
"307WSV","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"307WSX","Adeudos",NA,2,"2020"
"307WSX","Adeudos",NA,2,"2021"
"307WSY","Sin adeudos",NA,0,"0"
"307WTC","Sin adeudos",NA,0,"0"
"307WTD","Sin adeudos",NA,0,"0"
"307WTF","Adeudos",NA,5,"2017"
"307WTF","Adeudos",NA,5,"2018"
"307WTF","Adeudos",NA,5,"2019"
"307WTF","Adeudos",NA,5,"2020"
"307WTF","Adeudos",NA,5,"2021"
"307WTM","Cuenta con Placa Anterior y Adeudos","307WTM",1,"2021"
"307WTN","PLACA CON PROBLEMAS DE ADEUDOS DEL IMPUESTO SOBRE TENENCIA, POR LO QUE ES NECESARIO QUE EL PROPIETARIO ACUDA EXCLUSIVAMENTE A LA ADMINISTRACIÓN AUXILIAR DE CENTRO HISTÓRICO, UBICADA EN IZAZAGA 89, MEZZANINE, COL. CENTRO, A FIN DE ACLARAR SU SITUACIÓN FISCAL, PRESENTANDO LOS RECIBOS DE PAGO ORIGINALES POR LOS EJERCICIOS FISCALES DE 2005 A 2012.",NA,0,"0"
"307WTP","Sin adeudos",NA,0,"0"
"307WTR","Adeudos",NA,3,"2019"
"307WTR","Adeudos",NA,3,"2020"
"307WTR","Adeudos",NA,3,"2021"
"307WTS","Adeudos",NA,6,"2016"
"307WTS","Adeudos",NA,6,"2017"
"307WTS","Adeudos",NA,6,"2018"
"307WTS","Adeudos",NA,6,"2019"
"307WTS","Adeudos",NA,6,"2020"
"307WTS","Adeudos",NA,6,"2021"
"307WTW","Sin adeudos",NA,0,"0"
"307WTY","Adeudos",NA,1,"2021"
"307WUA","Adeudos",NA,6,"2016"
"307WUA","Adeudos",NA,6,"2017"
"307WUA","Adeudos",NA,6,"2018"
"307WUA","Adeudos",NA,6,"2019"
"307WUA","Adeudos",NA,6,"2020"
"307WUA","Adeudos",NA,6,"2021"
"307WUB","Sin adeudos",NA,0,"0"
"307WUC","Adeudos",NA,6,"2016"
"307WUC","Adeudos",NA,6,"2017"
"307WUC","Adeudos",NA,6,"2018"
"307WUC","Adeudos",NA,6,"2019"
"307WUC","Adeudos",NA,6,"2020"
"307WUC","Adeudos",NA,6,"2021"
"307WUE","Sin adeudos",NA,0,"0"
"307WUH","Adeudos",NA,2,"2020"
"307WUH","Adeudos",NA,2,"2021"
"307WUJ","Adeudos",NA,2,"2020"
