"placa","estatus","placa_anterior","years_adeudos","years"
"318TM","Cuenta con Placa Anterior y Adeudos","318TM",1,"2021"
"318TMA","Adeudos",NA,6,"2016"
"318TMA","Adeudos",NA,6,"2017"
"318TMA","Adeudos",NA,6,"2018"
"318TMA","Adeudos",NA,6,"2019"
"318TMA","Adeudos",NA,6,"2020"
"318TMA","Adeudos",NA,6,"2021"
"318TMD","Adeudos",NA,3,"2019"
"318TMD","Adeudos",NA,3,"2020"
"318TMD","Adeudos",NA,3,"2021"
"318TMK","Adeudos",NA,4,"2018"
"318TMK","Adeudos",NA,4,"2019"
"318TMK","Adeudos",NA,4,"2020"
"318TMK","Adeudos",NA,4,"2021"
"318TMN","Adeudos",NA,5,"2017"
"318TMN","Adeudos",NA,5,"2018"
"318TMN","Adeudos",NA,5,"2019"
"318TMN","Adeudos",NA,5,"2020"
"318TMN","Adeudos",NA,5,"2021"
"318TMP","Adeudos",NA,3,"2019"
"318TMP","Adeudos",NA,3,"2020"
"318TMP","Adeudos",NA,3,"2021"
"318TMR","Sin adeudos",NA,0,"0"
"318TMS","Adeudos",NA,6,"2016"
"318TMS","Adeudos",NA,6,"2017"
"318TMS","Adeudos",NA,6,"2018"
"318TMS","Adeudos",NA,6,"2019"
"318TMS","Adeudos",NA,6,"2020"
"318TMS","Adeudos",NA,6,"2021"
"318TMU","Adeudos",NA,4,"2018"
"318TMU","Adeudos",NA,4,"2019"
"318TMU","Adeudos",NA,4,"2020"
"318TMU","Adeudos",NA,4,"2021"
"318TMV","Sin adeudos",NA,0,"0"
"318TN","Sin adeudos",NA,0,"0"
"318TNG","Sin adeudos",NA,0,"0"
"318TNH","Adeudos",NA,3,"2019"
"318TNH","Adeudos",NA,3,"2020"
"318TNH","Adeudos",NA,3,"2021"
"318TNJ","Sin adeudos",NA,0,"0"
"318TNK","Adeudos",NA,8,"2014"
"318TNK","Adeudos",NA,8,"2015"
"318TNK","Adeudos",NA,8,"2016"
"318TNK","Adeudos",NA,8,"2017"
"318TNK","Adeudos",NA,8,"2018"
"318TNK","Adeudos",NA,8,"2019"
"318TNK","Adeudos",NA,8,"2020"
"318TNK","Adeudos",NA,8,"2021"
"318TNM","Cuenta con Placa Anterior y Adeudos","698MWX",3,"2019"
"318TNM","Cuenta con Placa Anterior y Adeudos","698MWX",3,"2020"
"318TNM","Cuenta con Placa Anterior y Adeudos","698MWX",3,"2021"
"318TNP","Adeudos",NA,3,"2019"
"318TNP","Adeudos",NA,3,"2020"
"318TNP","Adeudos",NA,3,"2021"
"318TNR","Adeudos",NA,2,"2020"
"318TNR","Adeudos",NA,2,"2021"
"318TNT","Adeudos",NA,6,"2016"
"318TNT","Adeudos",NA,6,"2017"
"318TNT","Adeudos",NA,6,"2018"
"318TNT","Adeudos",NA,6,"2019"
"318TNT","Adeudos",NA,6,"2020"
"318TNT","Adeudos",NA,6,"2021"
"318TNV","Sin adeudos",NA,0,"0"
"318TNZ","Sin adeudos",NA,0,"0"
"318TP","Cuenta con Placa Anterior y Adeudos","413VUG",3,"2019"
"318TP","Cuenta con Placa Anterior y Adeudos","413VUG",3,"2020"
"318TP","Cuenta con Placa Anterior y Adeudos","413VUG",3,"2021"
"318TPC","Adeudos",NA,1,"2021"
"318TPF","Sin adeudos",NA,0,"0"
"318TPL","Adeudos",NA,5,"2017"
"318TPL","Adeudos",NA,5,"2018"
"318TPL","Adeudos",NA,5,"2019"
"318TPL","Adeudos",NA,5,"2020"
"318TPL","Adeudos",NA,5,"2021"
"318TPS","Adeudos",NA,5,"2017"
"318TPS","Adeudos",NA,5,"2018"
"318TPS","Adeudos",NA,5,"2019"
"318TPS","Adeudos",NA,5,"2020"
"318TPS","Adeudos",NA,5,"2021"
"318TPT","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318TPW","Adeudos",NA,3,"2019"
"318TPW","Adeudos",NA,3,"2020"
"318TPW","Adeudos",NA,3,"2021"
"318TPX","Adeudos",NA,5,"2017"
"318TPX","Adeudos",NA,5,"2018"
"318TPX","Adeudos",NA,5,"2019"
"318TPX","Adeudos",NA,5,"2020"
"318TPX","Adeudos",NA,5,"2021"
"318TPY","Adeudos",NA,7,"2014"
"318TPY","Adeudos",NA,7,"2015"
"318TPY","Adeudos",NA,7,"2016"
"318TPY","Adeudos",NA,7,"2017"
"318TPY","Adeudos",NA,7,"2019"
"318TPY","Adeudos",NA,7,"2020"
"318TPY","Adeudos",NA,7,"2021"
"318TPZ","Sin adeudos",NA,0,"0"
"318TR","Cuenta con Placa Anterior y Adeudos","133PRA",3,"2019"
"318TR","Cuenta con Placa Anterior y Adeudos","133PRA",3,"2020"
"318TR","Cuenta con Placa Anterior y Adeudos","133PRA",3,"2021"
"318TRB","Adeudos",NA,5,"2017"
"318TRB","Adeudos",NA,5,"2018"
"318TRB","Adeudos",NA,5,"2019"
"318TRB","Adeudos",NA,5,"2020"
"318TRB","Adeudos",NA,5,"2021"
"318TRD","Adeudos",NA,2,"2015"
"318TRD","Adeudos",NA,2,"2021"
"318TRG","El número de placa no se localizó en el padrón",NA,0,"0"
"318TRH","Adeudos",NA,5,"2017"
"318TRH","Adeudos",NA,5,"2018"
"318TRH","Adeudos",NA,5,"2019"
"318TRH","Adeudos",NA,5,"2020"
"318TRH","Adeudos",NA,5,"2021"
"318TRL","Adeudos",NA,4,"2018"
"318TRL","Adeudos",NA,4,"2019"
"318TRL","Adeudos",NA,4,"2020"
"318TRL","Adeudos",NA,4,"2021"
"318TRM","Sin adeudos",NA,0,"0"
"318TRR","Sin adeudos",NA,0,"0"
"318TRS","Adeudos",NA,4,"2018"
"318TRS","Adeudos",NA,4,"2019"
"318TRS","Adeudos",NA,4,"2020"
"318TRS","Adeudos",NA,4,"2021"
"318TS","Cuenta con Placa Anterior y Sin adeudos","947UHF",0,"0"
"318TSB","Adeudos",NA,3,"2019"
"318TSB","Adeudos",NA,3,"2020"
"318TSB","Adeudos",NA,3,"2021"
"318TSF","Sin adeudos",NA,0,"0"
"318TSG","Adeudos",NA,5,"2017"
"318TSG","Adeudos",NA,5,"2018"
"318TSG","Adeudos",NA,5,"2019"
"318TSG","Adeudos",NA,5,"2020"
"318TSG","Adeudos",NA,5,"2021"
"318TSK","Adeudos",NA,4,"2018"
"318TSK","Adeudos",NA,4,"2019"
"318TSK","Adeudos",NA,4,"2020"
"318TSK","Adeudos",NA,4,"2021"
"318TSY","Adeudos",NA,7,"2014"
"318TSY","Adeudos",NA,7,"2015"
"318TSY","Adeudos",NA,7,"2016"
"318TSY","Adeudos",NA,7,"2017"
"318TSY","Adeudos",NA,7,"2019"
"318TSY","Adeudos",NA,7,"2020"
"318TSY","Adeudos",NA,7,"2021"
"318TT","Adeudos",NA,6,"2016"
"318TT","Adeudos",NA,6,"2017"
"318TT","Adeudos",NA,6,"2018"
"318TT","Adeudos",NA,6,"2019"
"318TT","Adeudos",NA,6,"2020"
"318TT","Adeudos",NA,6,"2021"
"318TTD","Adeudos",NA,6,"2016"
"318TTD","Adeudos",NA,6,"2017"
"318TTD","Adeudos",NA,6,"2018"
"318TTD","Adeudos",NA,6,"2019"
"318TTD","Adeudos",NA,6,"2020"
"318TTD","Adeudos",NA,6,"2021"
"318TTE","Cuenta con Placa Anterior y Adeudos","318TTE",2,"2020"
"318TTE","Cuenta con Placa Anterior y Adeudos","318TTE",2,"2021"
"318TTL","Adeudos",NA,3,"2019"
"318TTL","Adeudos",NA,3,"2020"
"318TTL","Adeudos",NA,3,"2021"
"318TTM","Sin adeudos",NA,0,"0"
"318TTR","Adeudos",NA,6,"2016"
"318TTR","Adeudos",NA,6,"2017"
"318TTR","Adeudos",NA,6,"2018"
"318TTR","Adeudos",NA,6,"2019"
"318TTR","Adeudos",NA,6,"2020"
"318TTR","Adeudos",NA,6,"2021"
"318TTT","Sin adeudos",NA,0,"0"
"318TTX","Adeudos",NA,1,"2021"
"318TU","Cuenta con Placa Anterior y Sin adeudos","538WBX",0,"0"
"318TUC","Cuenta con Placa Anterior y Sin adeudos","905RUR",0,"0"
"318TUL","Adeudos",NA,5,"2017"
"318TUL","Adeudos",NA,5,"2018"
"318TUL","Adeudos",NA,5,"2019"
"318TUL","Adeudos",NA,5,"2020"
"318TUL","Adeudos",NA,5,"2021"
"318TUM","Adeudos",NA,5,"2017"
"318TUM","Adeudos",NA,5,"2018"
"318TUM","Adeudos",NA,5,"2019"
"318TUM","Adeudos",NA,5,"2020"
"318TUM","Adeudos",NA,5,"2021"
"318TUP","Adeudos",NA,3,"2019"
"318TUP","Adeudos",NA,3,"2020"
"318TUP","Adeudos",NA,3,"2021"
"318TUS","Adeudos",NA,5,"2017"
"318TUS","Adeudos",NA,5,"2018"
"318TUS","Adeudos",NA,5,"2019"
"318TUS","Adeudos",NA,5,"2020"
"318TUS","Adeudos",NA,5,"2021"
"318TUZ","Sin adeudos",NA,0,"0"
"318TV","Cuenta con Placa Anterior y Sin adeudos","861RCP",0,"0"
"318TVB","Adeudos",NA,1,"2021"
"318TVG","Adeudos",NA,2,"2020"
"318TVG","Adeudos",NA,2,"2021"
"318TVR","Sin adeudos",NA,0,"0"
"318TVT","Sin adeudos",NA,0,"0"
"318TVX","Adeudos",NA,2,"2020"
"318TVX","Adeudos",NA,2,"2021"
"318TVY","Sin adeudos",NA,0,"0"
"318TW","Cuenta con Placa Anterior y Adeudos","299YKD",1,"2021"
"318TWE","Adeudos",NA,2,"2020"
"318TWE","Adeudos",NA,2,"2021"
"318TWF","Adeudos",NA,4,"2018"
"318TWF","Adeudos",NA,4,"2019"
"318TWF","Adeudos",NA,4,"2020"
"318TWF","Adeudos",NA,4,"2021"
"318TWG","Sin adeudos",NA,0,"0"
"318TWJ","Adeudos",NA,6,"2016"
"318TWJ","Adeudos",NA,6,"2017"
"318TWJ","Adeudos",NA,6,"2018"
"318TWJ","Adeudos",NA,6,"2019"
"318TWJ","Adeudos",NA,6,"2020"
"318TWJ","Adeudos",NA,6,"2021"
"318TWL","Sin adeudos",NA,0,"0"
"318TWP","Adeudos",NA,6,"2016"
"318TWP","Adeudos",NA,6,"2017"
"318TWP","Adeudos",NA,6,"2018"
"318TWP","Adeudos",NA,6,"2019"
"318TWP","Adeudos",NA,6,"2020"
"318TWP","Adeudos",NA,6,"2021"
"318TWS","Sin adeudos",NA,0,"0"
"318TWX","Sin adeudos",NA,0,"0"
"318TX","Sin adeudos",NA,0,"0"
"318TXA","Sin adeudos",NA,0,"0"
"318TXB","Adeudos",NA,1,"2021"
"318TXE","Adeudos",NA,4,"2018"
"318TXE","Adeudos",NA,4,"2019"
"318TXE","Adeudos",NA,4,"2020"
"318TXE","Adeudos",NA,4,"2021"
"318TXG","Sin adeudos",NA,0,"0"
"318TXK","Sin adeudos",NA,0,"0"
"318TXT","Adeudos",NA,1,"2021"
"318TXV","Adeudos",NA,6,"2015"
"318TXV","Adeudos",NA,6,"2016"
"318TXV","Adeudos",NA,6,"2017"
"318TXV","Adeudos",NA,6,"2018"
"318TXV","Adeudos",NA,6,"2020"
"318TXV","Adeudos",NA,6,"2021"
"318TY","Cuenta con Placa Anterior y Sin adeudos","318TY",0,"0"
"318TYG","Adeudos",NA,6,"2016"
"318TYG","Adeudos",NA,6,"2017"
"318TYG","Adeudos",NA,6,"2018"
"318TYG","Adeudos",NA,6,"2019"
"318TYG","Adeudos",NA,6,"2020"
"318TYG","Adeudos",NA,6,"2021"
"318TYL","Sin adeudos",NA,0,"0"
"318TYM","Adeudos",NA,6,"2016"
"318TYM","Adeudos",NA,6,"2017"
"318TYM","Adeudos",NA,6,"2018"
"318TYM","Adeudos",NA,6,"2019"
"318TYM","Adeudos",NA,6,"2020"
"318TYM","Adeudos",NA,6,"2021"
"318TYR","Adeudos",NA,4,"2018"
"318TYR","Adeudos",NA,4,"2019"
"318TYR","Adeudos",NA,4,"2020"
"318TYR","Adeudos",NA,4,"2021"
"318TYV","Cuenta con Placa Anterior y Adeudos","246SJA",6,"2016"
"318TYV","Cuenta con Placa Anterior y Adeudos","246SJA",6,"2017"
"318TYV","Cuenta con Placa Anterior y Adeudos","246SJA",6,"2018"
"318TYV","Cuenta con Placa Anterior y Adeudos","246SJA",6,"2019"
"318TYV","Cuenta con Placa Anterior y Adeudos","246SJA",6,"2020"
"318TYV","Cuenta con Placa Anterior y Adeudos","246SJA",6,"2021"
"318TZ","Cuenta con Placa Anterior y Sin adeudos","722VHP",0,"0"
"318TZB","Sin adeudos",NA,0,"0"
"318TZC","Adeudos",NA,2,"2020"
"318TZC","Adeudos",NA,2,"2021"
"318TZL","Cuenta con Placa Anterior y Adeudos","318TZL",4,"2018"
"318TZL","Cuenta con Placa Anterior y Adeudos","318TZL",4,"2019"
"318TZL","Cuenta con Placa Anterior y Adeudos","318TZL",4,"2020"
"318TZL","Cuenta con Placa Anterior y Adeudos","318TZL",4,"2021"
"318TZM","Adeudos",NA,4,"2018"
"318TZM","Adeudos",NA,4,"2019"
"318TZM","Adeudos",NA,4,"2020"
"318TZM","Adeudos",NA,4,"2021"
"318TZU","Sin adeudos",NA,0,"0"
"318TZY","Sin adeudos",NA,0,"0"
"318TZZ","Adeudos",NA,5,"2017"
"318TZZ","Adeudos",NA,5,"2018"
"318TZZ","Adeudos",NA,5,"2019"
"318TZZ","Adeudos",NA,5,"2020"
"318TZZ","Adeudos",NA,5,"2021"
"318UA","Cuenta con Placa Anterior y Adeudos","909WFW",4,"2018"
"318UA","Cuenta con Placa Anterior y Adeudos","909WFW",4,"2019"
"318UA","Cuenta con Placa Anterior y Adeudos","909WFW",4,"2020"
"318UA","Cuenta con Placa Anterior y Adeudos","909WFW",4,"2021"
"318UAC","Adeudos",NA,3,"2019"
"318UAC","Adeudos",NA,3,"2020"
"318UAC","Adeudos",NA,3,"2021"
"318UAG","Adeudos",NA,4,"2018"
"318UAG","Adeudos",NA,4,"2019"
"318UAG","Adeudos",NA,4,"2020"
"318UAG","Adeudos",NA,4,"2021"
"318UAM","Sin adeudos",NA,0,"0"
"318UAP","Sin adeudos",NA,0,"0"
"318UAR","Sin adeudos",NA,0,"0"
"318UAS","Adeudos",NA,2,"2020"
"318UAS","Adeudos",NA,2,"2021"
"318UAT","Cuenta con Placa Anterior y Adeudos","844RPT",6,"2016"
"318UAT","Cuenta con Placa Anterior y Adeudos","844RPT",6,"2017"
"318UAT","Cuenta con Placa Anterior y Adeudos","844RPT",6,"2018"
"318UAT","Cuenta con Placa Anterior y Adeudos","844RPT",6,"2019"
"318UAT","Cuenta con Placa Anterior y Adeudos","844RPT",6,"2020"
"318UAT","Cuenta con Placa Anterior y Adeudos","844RPT",6,"2021"
"318UAY","Adeudos",NA,5,"2017"
"318UAY","Adeudos",NA,5,"2018"
"318UAY","Adeudos",NA,5,"2019"
"318UAY","Adeudos",NA,5,"2020"
"318UAY","Adeudos",NA,5,"2021"
"318UB","Cuenta con Placa Anterior y Sin adeudos","745TN",0,"0"
"318UBM","Adeudos",NA,6,"2016"
"318UBM","Adeudos",NA,6,"2017"
"318UBM","Adeudos",NA,6,"2018"
"318UBM","Adeudos",NA,6,"2019"
"318UBM","Adeudos",NA,6,"2020"
"318UBM","Adeudos",NA,6,"2021"
"318UBS","Adeudos",NA,5,"2017"
"318UBS","Adeudos",NA,5,"2018"
"318UBS","Adeudos",NA,5,"2019"
"318UBS","Adeudos",NA,5,"2020"
"318UBS","Adeudos",NA,5,"2021"
"318UC","Cuenta con Placa Anterior y Sin adeudos","524VGW",0,"0"
"318UCC","Adeudos",NA,3,"2019"
"318UCC","Adeudos",NA,3,"2020"
"318UCC","Adeudos",NA,3,"2021"
"318UCD","Adeudos",NA,2,"2020"
"318UCD","Adeudos",NA,2,"2021"
"318UCG","Cuenta con Placa Anterior y Adeudos","484UBB",6,"2016"
"318UCG","Cuenta con Placa Anterior y Adeudos","484UBB",6,"2017"
"318UCG","Cuenta con Placa Anterior y Adeudos","484UBB",6,"2018"
"318UCG","Cuenta con Placa Anterior y Adeudos","484UBB",6,"2019"
"318UCG","Cuenta con Placa Anterior y Adeudos","484UBB",6,"2020"
"318UCG","Cuenta con Placa Anterior y Adeudos","484UBB",6,"2021"
"318UCL","Sin adeudos",NA,0,"0"
"318UCS","Cuenta con Placa Anterior y Sin adeudos","318UCS",0,"0"
"318UCW","Adeudos",NA,6,"2016"
"318UCW","Adeudos",NA,6,"2017"
"318UCW","Adeudos",NA,6,"2018"
"318UCW","Adeudos",NA,6,"2019"
"318UCW","Adeudos",NA,6,"2020"
"318UCW","Adeudos",NA,6,"2021"
"318UCY","Adeudos",NA,6,"2016"
"318UCY","Adeudos",NA,6,"2017"
"318UCY","Adeudos",NA,6,"2018"
"318UCY","Adeudos",NA,6,"2019"
"318UCY","Adeudos",NA,6,"2020"
"318UCY","Adeudos",NA,6,"2021"
"318UD","Cuenta con Placa Anterior y Sin adeudos","459SJD",0,"0"
"318UDA","Adeudos",NA,6,"2016"
"318UDA","Adeudos",NA,6,"2017"
"318UDA","Adeudos",NA,6,"2018"
"318UDA","Adeudos",NA,6,"2019"
"318UDA","Adeudos",NA,6,"2020"
"318UDA","Adeudos",NA,6,"2021"
"318UDF","Adeudos",NA,4,"2018"
"318UDF","Adeudos",NA,4,"2019"
"318UDF","Adeudos",NA,4,"2020"
"318UDF","Adeudos",NA,4,"2021"
"318UDG","Adeudos",NA,2,"2020"
"318UDG","Adeudos",NA,2,"2021"
"318UDJ","Adeudos",NA,5,"2017"
"318UDJ","Adeudos",NA,5,"2018"
"318UDJ","Adeudos",NA,5,"2019"
"318UDJ","Adeudos",NA,5,"2020"
"318UDJ","Adeudos",NA,5,"2021"
"318UDM","Adeudos",NA,2,"2017"
"318UDM","Adeudos",NA,2,"2021"
"318UDN","Adeudos",NA,5,"2017"
"318UDN","Adeudos",NA,5,"2018"
"318UDN","Adeudos",NA,5,"2019"
"318UDN","Adeudos",NA,5,"2020"
"318UDN","Adeudos",NA,5,"2021"
"318UDP","Adeudos",NA,4,"2018"
"318UDP","Adeudos",NA,4,"2019"
"318UDP","Adeudos",NA,4,"2020"
"318UDP","Adeudos",NA,4,"2021"
"318UDW","Sin adeudos",NA,0,"0"
"318UDX","Sin adeudos",NA,0,"0"
"318UDY","Adeudos",NA,3,"2019"
"318UDY","Adeudos",NA,3,"2020"
"318UDY","Adeudos",NA,3,"2021"
"318UE","Cuenta con Placa Anterior y Sin adeudos","645VDL",0,"0"
"318UEA","Adeudos",NA,6,"2016"
"318UEA","Adeudos",NA,6,"2017"
"318UEA","Adeudos",NA,6,"2018"
"318UEA","Adeudos",NA,6,"2019"
"318UEA","Adeudos",NA,6,"2020"
"318UEA","Adeudos",NA,6,"2021"
"318UED","Adeudos",NA,6,"2016"
"318UED","Adeudos",NA,6,"2017"
"318UED","Adeudos",NA,6,"2018"
"318UED","Adeudos",NA,6,"2019"
"318UED","Adeudos",NA,6,"2020"
"318UED","Adeudos",NA,6,"2021"
"318UEE","Adeudos",NA,4,"2018"
"318UEE","Adeudos",NA,4,"2019"
"318UEE","Adeudos",NA,4,"2020"
"318UEE","Adeudos",NA,4,"2021"
"318UEH","Cuenta con Placa Anterior y Adeudos","318UEH",3,"2019"
"318UEH","Cuenta con Placa Anterior y Adeudos","318UEH",3,"2020"
"318UEH","Cuenta con Placa Anterior y Adeudos","318UEH",3,"2021"
"318UEL","Adeudos",NA,4,"2018"
"318UEL","Adeudos",NA,4,"2019"
"318UEL","Adeudos",NA,4,"2020"
"318UEL","Adeudos",NA,4,"2021"
"318UER","Sin adeudos",NA,0,"0"
"318UEV","Adeudos",NA,6,"2016"
"318UEV","Adeudos",NA,6,"2017"
"318UEV","Adeudos",NA,6,"2018"
"318UEV","Adeudos",NA,6,"2019"
"318UEV","Adeudos",NA,6,"2020"
"318UEV","Adeudos",NA,6,"2021"
"318UEW","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318UEX","Sin adeudos",NA,0,"0"
"318UEY","Adeudos",NA,2,"2020"
"318UEY","Adeudos",NA,2,"2021"
"318UF","Sin adeudos",NA,0,"0"
"318UFD","Cuenta con Placa Anterior y Adeudos","318UFD",2,"2020"
"318UFD","Cuenta con Placa Anterior y Adeudos","318UFD",2,"2021"
"318UFG","Sin adeudos",NA,0,"0"
"318UFH","Adeudos",NA,3,"2019"
"318UFH","Adeudos",NA,3,"2020"
"318UFH","Adeudos",NA,3,"2021"
"318UFJ","Sin adeudos",NA,0,"0"
"318UFN","Cuenta con Placa Anterior y Adeudos","848SZN",3,"2019"
"318UFN","Cuenta con Placa Anterior y Adeudos","848SZN",3,"2020"
"318UFN","Cuenta con Placa Anterior y Adeudos","848SZN",3,"2021"
"318UFR","Adeudos",NA,2,"2020"
"318UFR","Adeudos",NA,2,"2021"
"318UFY","Adeudos",NA,6,"2016"
"318UFY","Adeudos",NA,6,"2017"
"318UFY","Adeudos",NA,6,"2018"
"318UFY","Adeudos",NA,6,"2019"
"318UFY","Adeudos",NA,6,"2020"
"318UFY","Adeudos",NA,6,"2021"
"318UG","Cuenta con Placa Anterior y Sin adeudos","644WBS",0,"0"
"318UGA","Adeudos",NA,3,"2019"
"318UGA","Adeudos",NA,3,"2020"
"318UGA","Adeudos",NA,3,"2021"
"318UGE","Adeudos",NA,5,"2017"
"318UGE","Adeudos",NA,5,"2018"
"318UGE","Adeudos",NA,5,"2019"
"318UGE","Adeudos",NA,5,"2020"
"318UGE","Adeudos",NA,5,"2021"
"318UGK","Adeudos",NA,4,"2018"
"318UGK","Adeudos",NA,4,"2019"
"318UGK","Adeudos",NA,4,"2020"
"318UGK","Adeudos",NA,4,"2021"
"318UGL","Adeudos",NA,6,"2016"
"318UGL","Adeudos",NA,6,"2017"
"318UGL","Adeudos",NA,6,"2018"
"318UGL","Adeudos",NA,6,"2019"
"318UGL","Adeudos",NA,6,"2020"
"318UGL","Adeudos",NA,6,"2021"
"318UGM","Cuenta con Placa Anterior y Adeudos","174SGC",5,"2017"
"318UGM","Cuenta con Placa Anterior y Adeudos","174SGC",5,"2018"
"318UGM","Cuenta con Placa Anterior y Adeudos","174SGC",5,"2019"
"318UGM","Cuenta con Placa Anterior y Adeudos","174SGC",5,"2020"
"318UGM","Cuenta con Placa Anterior y Adeudos","174SGC",5,"2021"
"318UGR","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318UGW","Adeudos",NA,5,"2017"
"318UGW","Adeudos",NA,5,"2018"
"318UGW","Adeudos",NA,5,"2019"
"318UGW","Adeudos",NA,5,"2020"
"318UGW","Adeudos",NA,5,"2021"
"318UGZ","Cuenta con Placa Anterior y Adeudos","318UGZ",5,"2016"
"318UGZ","Cuenta con Placa Anterior y Adeudos","318UGZ",5,"2017"
"318UGZ","Cuenta con Placa Anterior y Adeudos","318UGZ",5,"2018"
"318UGZ","Cuenta con Placa Anterior y Adeudos","318UGZ",5,"2019"
"318UGZ","Cuenta con Placa Anterior y Adeudos","318UGZ",5,"2020"
"318UH","Cuenta con Placa Anterior y Sin adeudos","569TZ",0,"0"
"318UHP","Adeudos",NA,6,"2016"
"318UHP","Adeudos",NA,6,"2017"
"318UHP","Adeudos",NA,6,"2018"
"318UHP","Adeudos",NA,6,"2019"
"318UHP","Adeudos",NA,6,"2020"
"318UHP","Adeudos",NA,6,"2021"
"318UHT","Sin adeudos",NA,0,"0"
"318UHW","Adeudos",NA,4,"2018"
"318UHW","Adeudos",NA,4,"2019"
"318UHW","Adeudos",NA,4,"2020"
"318UHW","Adeudos",NA,4,"2021"
"318UHZ","Adeudos",NA,6,"2016"
"318UHZ","Adeudos",NA,6,"2017"
"318UHZ","Adeudos",NA,6,"2018"
"318UHZ","Adeudos",NA,6,"2019"
"318UHZ","Adeudos",NA,6,"2020"
"318UHZ","Adeudos",NA,6,"2021"
"318UJ","Cuenta con Placa Anterior y Sin adeudos","479SDJ",0,"0"
"318UJB","Adeudos",NA,7,"2015"
"318UJB","Adeudos",NA,7,"2016"
"318UJB","Adeudos",NA,7,"2017"
"318UJB","Adeudos",NA,7,"2018"
"318UJB","Adeudos",NA,7,"2019"
"318UJB","Adeudos",NA,7,"2020"
"318UJB","Adeudos",NA,7,"2021"
"318UJD","Sin adeudos",NA,0,"0"
"318UJF","Adeudos",NA,2,"2020"
"318UJF","Adeudos",NA,2,"2021"
"318UJG","Sin adeudos",NA,0,"0"
"318UJJ","Adeudos",NA,5,"2017"
"318UJJ","Adeudos",NA,5,"2018"
"318UJJ","Adeudos",NA,5,"2019"
"318UJJ","Adeudos",NA,5,"2020"
"318UJJ","Adeudos",NA,5,"2021"
"318UJK","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"318UJL","Sin adeudos",NA,0,"0"
"318UJS","Adeudos",NA,3,"2019"
"318UJS","Adeudos",NA,3,"2020"
"318UJS","Adeudos",NA,3,"2021"
"318UJY","Sin adeudos",NA,0,"0"
"318UKA","Cuenta con Placa Anterior y Adeudos","429TJX",5,"2017"
"318UKA","Cuenta con Placa Anterior y Adeudos","429TJX",5,"2018"
"318UKA","Cuenta con Placa Anterior y Adeudos","429TJX",5,"2019"
"318UKA","Cuenta con Placa Anterior y Adeudos","429TJX",5,"2020"
"318UKA","Cuenta con Placa Anterior y Adeudos","429TJX",5,"2021"
"318UKG","Sin adeudos",NA,0,"0"
"318UKM","Sin adeudos",NA,0,"0"
"318UKS","Adeudos",NA,2,"2020"
"318UKS","Adeudos",NA,2,"2021"
"318ULF","Cuenta con Placa Anterior y Adeudos","580TFM",2,"2020"
"318ULF","Cuenta con Placa Anterior y Adeudos","580TFM",2,"2021"
"318ULG","Sin adeudos",NA,0,"0"
"318ULH","Adeudos",NA,5,"2017"
"318ULH","Adeudos",NA,5,"2018"
"318ULH","Adeudos",NA,5,"2019"
"318ULH","Adeudos",NA,5,"2020"
"318ULH","Adeudos",NA,5,"2021"
"318ULK","Sin adeudos",NA,0,"0"
"318ULT","Sin adeudos",NA,0,"0"
"318ULU","Adeudos",NA,3,"2019"
"318ULU","Adeudos",NA,3,"2020"
"318ULU","Adeudos",NA,3,"2021"
"318ULV","Sin adeudos",NA,0,"0"
"318ULW","Adeudos",NA,5,"2017"
"318ULW","Adeudos",NA,5,"2018"
