"placa","estatus","placa_anterior","years_adeudos","years"
"323PWZ","Cuenta con Placa Anterior y Sin adeudos","264GPM",0,"0"
"323PXB","Sin adeudos",NA,0,"0"
"323PXL","El número de placa no se localizó en el padrón",NA,0,"0"
"323PYA","Cuenta con Placa Anterior y Adeudos","334JYX",5,"2017"
"323PYA","Cuenta con Placa Anterior y Adeudos","334JYX",5,"2018"
"323PYA","Cuenta con Placa Anterior y Adeudos","334JYX",5,"2019"
"323PYA","Cuenta con Placa Anterior y Adeudos","334JYX",5,"2020"
"323PYA","Cuenta con Placa Anterior y Adeudos","334JYX",5,"2021"
"323PYN","Cuenta con Placa Anterior y Adeudos","843BRU",5,"2017"
"323PYN","Cuenta con Placa Anterior y Adeudos","843BRU",5,"2018"
"323PYN","Cuenta con Placa Anterior y Adeudos","843BRU",5,"2019"
"323PYN","Cuenta con Placa Anterior y Adeudos","843BRU",5,"2020"
"323PYN","Cuenta con Placa Anterior y Adeudos","843BRU",5,"2021"
"323PYP","Adeudos",NA,5,"2017"
"323PYP","Adeudos",NA,5,"2018"
"323PYP","Adeudos",NA,5,"2019"
"323PYP","Adeudos",NA,5,"2020"
"323PYP","Adeudos",NA,5,"2021"
"323PYR","Cuenta con Placa Anterior y Sin adeudos","693KFN",0,"0"
"323PYU","Cuenta con Placa Anterior y Adeudos","704KGK",4,"2018"
"323PYU","Cuenta con Placa Anterior y Adeudos","704KGK",4,"2019"
"323PYU","Cuenta con Placa Anterior y Adeudos","704KGK",4,"2020"
"323PYU","Cuenta con Placa Anterior y Adeudos","704KGK",4,"2021"
"323PZC","Cuenta con Placa Anterior y Adeudos","824JYX",2,"2020"
"323PZC","Cuenta con Placa Anterior y Adeudos","824JYX",2,"2021"
"323PZE","Cuenta con Placa Anterior y Adeudos","224KRM",5,"2017"
"323PZE","Cuenta con Placa Anterior y Adeudos","224KRM",5,"2018"
"323PZE","Cuenta con Placa Anterior y Adeudos","224KRM",5,"2019"
"323PZE","Cuenta con Placa Anterior y Adeudos","224KRM",5,"2020"
"323PZE","Cuenta con Placa Anterior y Adeudos","224KRM",5,"2021"
"323PZJ","Cuenta con Placa Anterior y Adeudos","334JRU",4,"2018"
"323PZJ","Cuenta con Placa Anterior y Adeudos","334JRU",4,"2019"
"323PZJ","Cuenta con Placa Anterior y Adeudos","334JRU",4,"2020"
"323PZJ","Cuenta con Placa Anterior y Adeudos","334JRU",4,"2021"
"323PZN","Cuenta con Placa Anterior y Adeudos","463GXW",6,"2016"
"323PZN","Cuenta con Placa Anterior y Adeudos","463GXW",6,"2017"
"323PZN","Cuenta con Placa Anterior y Adeudos","463GXW",6,"2018"
"323PZN","Cuenta con Placa Anterior y Adeudos","463GXW",6,"2019"
"323PZN","Cuenta con Placa Anterior y Adeudos","463GXW",6,"2020"
"323PZN","Cuenta con Placa Anterior y Adeudos","463GXW",6,"2021"
"323PZP","Cuenta con Placa Anterior y Adeudos","663GHL",4,"2018"
"323PZP","Cuenta con Placa Anterior y Adeudos","663GHL",4,"2019"
"323PZP","Cuenta con Placa Anterior y Adeudos","663GHL",4,"2020"
"323PZP","Cuenta con Placa Anterior y Adeudos","663GHL",4,"2021"
"323PZS","Cuenta con Placa Anterior y Adeudos","814JWC",6,"2016"
"323PZS","Cuenta con Placa Anterior y Adeudos","814JWC",6,"2017"
"323PZS","Cuenta con Placa Anterior y Adeudos","814JWC",6,"2018"
"323PZS","Cuenta con Placa Anterior y Adeudos","814JWC",6,"2019"
"323PZS","Cuenta con Placa Anterior y Adeudos","814JWC",6,"2020"
"323PZS","Cuenta con Placa Anterior y Adeudos","814JWC",6,"2021"
"323PZW","Cuenta con Placa Anterior y Adeudos","743FTN",6,"2016"
"323PZW","Cuenta con Placa Anterior y Adeudos","743FTN",6,"2017"
"323PZW","Cuenta con Placa Anterior y Adeudos","743FTN",6,"2018"
"323PZW","Cuenta con Placa Anterior y Adeudos","743FTN",6,"2019"
"323PZW","Cuenta con Placa Anterior y Adeudos","743FTN",6,"2020"
"323PZW","Cuenta con Placa Anterior y Adeudos","743FTN",6,"2021"
"323RAS","Sin adeudos",NA,0,"0"
"323RBA","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"323RBD","Adeudos",NA,5,"2017"
"323RBD","Adeudos",NA,5,"2018"
"323RBD","Adeudos",NA,5,"2019"
"323RBD","Adeudos",NA,5,"2020"
"323RBD","Adeudos",NA,5,"2021"
"323RBM","Adeudos",NA,6,"2016"
"323RBM","Adeudos",NA,6,"2017"
"323RBM","Adeudos",NA,6,"2018"
"323RBM","Adeudos",NA,6,"2019"
"323RBM","Adeudos",NA,6,"2020"
"323RBM","Adeudos",NA,6,"2021"
"323RBR","Adeudos",NA,2,"2020"
"323RBR","Adeudos",NA,2,"2021"
"323RBZ","Sin adeudos",NA,0,"0"
"323RCD","Adeudos",NA,2,"2020"
"323RCD","Adeudos",NA,2,"2021"
"323RCE","Adeudos",NA,3,"2019"
"323RCE","Adeudos",NA,3,"2020"
"323RCE","Adeudos",NA,3,"2021"
"323RCM","Adeudos",NA,6,"2016"
"323RCM","Adeudos",NA,6,"2017"
"323RCM","Adeudos",NA,6,"2018"
"323RCM","Adeudos",NA,6,"2019"
"323RCM","Adeudos",NA,6,"2020"
"323RCM","Adeudos",NA,6,"2021"
"323RCS","Adeudos",NA,5,"2017"
"323RCS","Adeudos",NA,5,"2018"
"323RCS","Adeudos",NA,5,"2019"
"323RCS","Adeudos",NA,5,"2020"
"323RCS","Adeudos",NA,5,"2021"
"323RCW","Adeudos",NA,5,"2017"
"323RCW","Adeudos",NA,5,"2018"
"323RCW","Adeudos",NA,5,"2019"
"323RCW","Adeudos",NA,5,"2020"
"323RCW","Adeudos",NA,5,"2021"
"323RDD","Adeudos",NA,5,"2017"
"323RDD","Adeudos",NA,5,"2018"
"323RDD","Adeudos",NA,5,"2019"
"323RDD","Adeudos",NA,5,"2020"
"323RDD","Adeudos",NA,5,"2021"
"323RDF","Adeudos",NA,6,"2016"
"323RDF","Adeudos",NA,6,"2017"
"323RDF","Adeudos",NA,6,"2018"
"323RDF","Adeudos",NA,6,"2019"
"323RDF","Adeudos",NA,6,"2020"
"323RDF","Adeudos",NA,6,"2021"
"323RDX","Sin adeudos",NA,0,"0"
"323RDY","Adeudos",NA,6,"2016"
"323RDY","Adeudos",NA,6,"2017"
"323RDY","Adeudos",NA,6,"2018"
"323RDY","Adeudos",NA,6,"2019"
"323RDY","Adeudos",NA,6,"2020"
"323RDY","Adeudos",NA,6,"2021"
"323REH","Sin adeudos",NA,0,"0"
"323RES","Adeudos",NA,6,"2016"
"323RES","Adeudos",NA,6,"2017"
"323RES","Adeudos",NA,6,"2018"
"323RES","Adeudos",NA,6,"2019"
"323RES","Adeudos",NA,6,"2020"
"323RES","Adeudos",NA,6,"2021"
"323RET","Sin adeudos",NA,0,"0"
"323REW","Cuenta con Placa Anterior y Sin adeudos","323REW",0,"0"
"323RFF","Adeudos",NA,6,"2016"
"323RFF","Adeudos",NA,6,"2017"
"323RFF","Adeudos",NA,6,"2018"
"323RFF","Adeudos",NA,6,"2019"
"323RFF","Adeudos",NA,6,"2020"
"323RFF","Adeudos",NA,6,"2021"
"323RFG","Adeudos",NA,6,"2016"
"323RFG","Adeudos",NA,6,"2017"
"323RFG","Adeudos",NA,6,"2018"
"323RFG","Adeudos",NA,6,"2019"
"323RFG","Adeudos",NA,6,"2020"
"323RFG","Adeudos",NA,6,"2021"
"323RFP","Cuenta con Placa Anterior y Adeudos","889LAR",3,"2019"
"323RFP","Cuenta con Placa Anterior y Adeudos","889LAR",3,"2020"
"323RFP","Cuenta con Placa Anterior y Adeudos","889LAR",3,"2021"
"323RFZ","Adeudos",NA,4,"2018"
"323RFZ","Adeudos",NA,4,"2019"
"323RFZ","Adeudos",NA,4,"2020"
"323RFZ","Adeudos",NA,4,"2021"
"323RGD","Adeudos",NA,5,"2017"
"323RGD","Adeudos",NA,5,"2018"
"323RGD","Adeudos",NA,5,"2019"
"323RGD","Adeudos",NA,5,"2020"
"323RGD","Adeudos",NA,5,"2021"
"323RGF","Sin adeudos",NA,0,"0"
"323RGL","Adeudos",NA,2,"2020"
"323RGL","Adeudos",NA,2,"2021"
"323RGM","Adeudos",NA,1,"2021"
"323RGT","Adeudos",NA,3,"2019"
"323RGT","Adeudos",NA,3,"2020"
"323RGT","Adeudos",NA,3,"2021"
"323RGY","Adeudos",NA,6,"2016"
"323RGY","Adeudos",NA,6,"2017"
"323RGY","Adeudos",NA,6,"2018"
"323RGY","Adeudos",NA,6,"2019"
"323RGY","Adeudos",NA,6,"2020"
"323RGY","Adeudos",NA,6,"2021"
"323RHB","Sin adeudos",NA,0,"0"
"323RHG","Adeudos",NA,6,"2016"
"323RHG","Adeudos",NA,6,"2017"
"323RHG","Adeudos",NA,6,"2018"
"323RHG","Adeudos",NA,6,"2019"
"323RHG","Adeudos",NA,6,"2020"
"323RHG","Adeudos",NA,6,"2021"
"323RHH","Sin adeudos",NA,0,"0"
"323RHJ","Adeudos",NA,6,"2016"
"323RHJ","Adeudos",NA,6,"2017"
"323RHJ","Adeudos",NA,6,"2018"
"323RHJ","Adeudos",NA,6,"2019"
"323RHJ","Adeudos",NA,6,"2020"
"323RHJ","Adeudos",NA,6,"2021"
"323RHM","Adeudos",NA,5,"2017"
"323RHM","Adeudos",NA,5,"2018"
"323RHM","Adeudos",NA,5,"2019"
"323RHM","Adeudos",NA,5,"2020"
"323RHM","Adeudos",NA,5,"2021"
"323RJE","Sin adeudos",NA,0,"0"
"323RJG","Sin adeudos",NA,0,"0"
"323RJT","Adeudos",NA,3,"2019"
"323RJT","Adeudos",NA,3,"2020"
"323RJT","Adeudos",NA,3,"2021"
"323RJU","Sin adeudos",NA,0,"0"
"323RJV","Adeudos",NA,3,"2019"
"323RJV","Adeudos",NA,3,"2020"
"323RJV","Adeudos",NA,3,"2021"
"323RKE","Cuenta con Placa Anterior y Sin adeudos","404KEG",0,"0"
"323RKJ","Cuenta con Placa Anterior y Adeudos","183LBX",3,"2019"
"323RKJ","Cuenta con Placa Anterior y Adeudos","183LBX",3,"2020"
"323RKJ","Cuenta con Placa Anterior y Adeudos","183LBX",3,"2021"
"323RKR","Cuenta con Placa Anterior y Sin adeudos","274HSZ",0,"0"
"323RLU","Adeudos",NA,3,"2019"
"323RLU","Adeudos",NA,3,"2020"
"323RLU","Adeudos",NA,3,"2021"
"323RML","Cuenta con Placa Anterior y Adeudos","944ARJ",2,"2020"
"323RML","Cuenta con Placa Anterior y Adeudos","944ARJ",2,"2021"
"323RMR","Adeudos",NA,6,"2016"
"323RMR","Adeudos",NA,6,"2017"
"323RMR","Adeudos",NA,6,"2018"
"323RMR","Adeudos",NA,6,"2019"
"323RMR","Adeudos",NA,6,"2020"
"323RMR","Adeudos",NA,6,"2021"
"323RMS","Cuenta con Placa Anterior y Adeudos","944EPR",5,"2017"
"323RMS","Cuenta con Placa Anterior y Adeudos","944EPR",5,"2018"
"323RMS","Cuenta con Placa Anterior y Adeudos","944EPR",5,"2019"
"323RMS","Cuenta con Placa Anterior y Adeudos","944EPR",5,"2020"
"323RMS","Cuenta con Placa Anterior y Adeudos","944EPR",5,"2021"
"323RMT","Adeudos",NA,3,"2019"
"323RMT","Adeudos",NA,3,"2020"
"323RMT","Adeudos",NA,3,"2021"
"323RMY","Cuenta con Placa Anterior y Adeudos","333ARV",4,"2018"
"323RMY","Cuenta con Placa Anterior y Adeudos","333ARV",4,"2019"
"323RMY","Cuenta con Placa Anterior y Adeudos","333ARV",4,"2020"
"323RMY","Cuenta con Placa Anterior y Adeudos","333ARV",4,"2021"
"323RNE","Cuenta con Placa Anterior y Sin adeudos","493FKK",0,"0"
"323RNN","Cuenta con Placa Anterior y Adeudos","703KFK",2,"2020"
"323RNN","Cuenta con Placa Anterior y Adeudos","703KFK",2,"2021"
"323RPW","Cuenta con Placa Anterior y Sin adeudos","603LRZ",0,"0"
"323RR4","El número de placa no se localizó en el padrón",NA,0,"0"
"323RRD","Cuenta con Placa Anterior y Adeudos","983LMP",5,"2017"
"323RRD","Cuenta con Placa Anterior y Adeudos","983LMP",5,"2018"
"323RRD","Cuenta con Placa Anterior y Adeudos","983LMP",5,"2019"
"323RRD","Cuenta con Placa Anterior y Adeudos","983LMP",5,"2020"
"323RRD","Cuenta con Placa Anterior y Adeudos","983LMP",5,"2021"
"323RRL","Cuenta con Placa Anterior y Sin adeudos","313HRU",0,"0"
"323RRN","Cuenta con Placa Anterior y Adeudos","473ACW",3,"2014"
"323RRN","Cuenta con Placa Anterior y Adeudos","473ACW",3,"2020"
"323RRN","Cuenta con Placa Anterior y Adeudos","473ACW",3,"2021"
"323RRP","Cuenta con Placa Anterior y Adeudos","894KLX",3,"2019"
"323RRP","Cuenta con Placa Anterior y Adeudos","894KLX",3,"2020"
"323RRP","Cuenta con Placa Anterior y Adeudos","894KLX",3,"2021"
"323RRY","Cuenta con Placa Anterior y Sin adeudos","724EWX",0,"0"
"323RSB","Cuenta con Placa Anterior y Adeudos","113KFA",2,"2020"
"323RSB","Cuenta con Placa Anterior y Adeudos","113KFA",2,"2021"
"323RSD","Cuenta con Placa Anterior y Adeudos","364LPZ",6,"2016"
"323RSD","Cuenta con Placa Anterior y Adeudos","364LPZ",6,"2017"
"323RSD","Cuenta con Placa Anterior y Adeudos","364LPZ",6,"2018"
"323RSD","Cuenta con Placa Anterior y Adeudos","364LPZ",6,"2019"
"323RSD","Cuenta con Placa Anterior y Adeudos","364LPZ",6,"2020"
"323RSD","Cuenta con Placa Anterior y Adeudos","364LPZ",6,"2021"
"323RSG","Adeudos",NA,5,"2017"
"323RSG","Adeudos",NA,5,"2018"
"323RSG","Adeudos",NA,5,"2019"
"323RSG","Adeudos",NA,5,"2020"
"323RSG","Adeudos",NA,5,"2021"
"323RSX","Adeudos",NA,6,"2016"
"323RSX","Adeudos",NA,6,"2017"
"323RSX","Adeudos",NA,6,"2018"
"323RSX","Adeudos",NA,6,"2019"
"323RSX","Adeudos",NA,6,"2020"
"323RSX","Adeudos",NA,6,"2021"
"323RSY","Adeudos",NA,6,"2016"
"323RSY","Adeudos",NA,6,"2017"
"323RSY","Adeudos",NA,6,"2018"
"323RSY","Adeudos",NA,6,"2019"
"323RSY","Adeudos",NA,6,"2020"
"323RSY","Adeudos",NA,6,"2021"
"323RTW","Cuenta con Placa Anterior y Adeudos","464HBN",5,"2017"
"323RTW","Cuenta con Placa Anterior y Adeudos","464HBN",5,"2018"
"323RTW","Cuenta con Placa Anterior y Adeudos","464HBN",5,"2019"
"323RTW","Cuenta con Placa Anterior y Adeudos","464HBN",5,"2020"
"323RTW","Cuenta con Placa Anterior y Adeudos","464HBN",5,"2021"
"323RTZ","Cuenta con Placa Anterior y Sin adeudos","793KMB",0,"0"
"323RUD","Cuenta con Placa Anterior y Adeudos","123DXY",6,"2016"
"323RUD","Cuenta con Placa Anterior y Adeudos","123DXY",6,"2017"
"323RUD","Cuenta con Placa Anterior y Adeudos","123DXY",6,"2018"
"323RUD","Cuenta con Placa Anterior y Adeudos","123DXY",6,"2019"
"323RUD","Cuenta con Placa Anterior y Adeudos","123DXY",6,"2020"
"323RUD","Cuenta con Placa Anterior y Adeudos","123DXY",6,"2021"
"323RUG","Sin adeudos",NA,0,"0"
"323RUN","Cuenta con Placa Anterior y Adeudos","533GEX",3,"2019"
"323RUN","Cuenta con Placa Anterior y Adeudos","533GEX",3,"2020"
"323RUN","Cuenta con Placa Anterior y Adeudos","533GEX",3,"2021"
"323RVB","Cuenta con Placa Anterior y Sin adeudos","684HHN",0,"0"
"323RVT","Cuenta con Placa Anterior y Adeudos","613LGS",5,"2017"
"323RVT","Cuenta con Placa Anterior y Adeudos","613LGS",5,"2018"
"323RVT","Cuenta con Placa Anterior y Adeudos","613LGS",5,"2019"
"323RVT","Cuenta con Placa Anterior y Adeudos","613LGS",5,"2020"
"323RVT","Cuenta con Placa Anterior y Adeudos","613LGS",5,"2021"
"323RWE","Cuenta con Placa Anterior y Adeudos","853KDS",6,"2016"
"323RWE","Cuenta con Placa Anterior y Adeudos","853KDS",6,"2017"
"323RWE","Cuenta con Placa Anterior y Adeudos","853KDS",6,"2018"
"323RWE","Cuenta con Placa Anterior y Adeudos","853KDS",6,"2019"
"323RWE","Cuenta con Placa Anterior y Adeudos","853KDS",6,"2020"
"323RWE","Cuenta con Placa Anterior y Adeudos","853KDS",6,"2021"
"323RWP","Cuenta con Placa Anterior y Adeudos","323RWP",5,"2017"
"323RWP","Cuenta con Placa Anterior y Adeudos","323RWP",5,"2018"
"323RWP","Cuenta con Placa Anterior y Adeudos","323RWP",5,"2019"
"323RWP","Cuenta con Placa Anterior y Adeudos","323RWP",5,"2020"
"323RWP","Cuenta con Placa Anterior y Adeudos","323RWP",5,"2021"
"323RWW","Cuenta con Placa Anterior y Sin adeudos","433KWH",0,"0"
"323RXA","Cuenta con Placa Anterior y Adeudos","743LNZ",5,"2017"
"323RXA","Cuenta con Placa Anterior y Adeudos","743LNZ",5,"2018"
"323RXA","Cuenta con Placa Anterior y Adeudos","743LNZ",5,"2019"
"323RXA","Cuenta con Placa Anterior y Adeudos","743LNZ",5,"2020"
"323RXA","Cuenta con Placa Anterior y Adeudos","743LNZ",5,"2021"
"323RXJ","Cuenta con Placa Anterior y Adeudos","604KJG",4,"2018"
"323RXJ","Cuenta con Placa Anterior y Adeudos","604KJG",4,"2019"
"323RXJ","Cuenta con Placa Anterior y Adeudos","604KJG",4,"2020"
"323RXJ","Cuenta con Placa Anterior y Adeudos","604KJG",4,"2021"
"323RXZ","Sin adeudos",NA,0,"0"
"323RYH","Adeudos",NA,3,"2019"
"323RYH","Adeudos",NA,3,"2020"
"323RYH","Adeudos",NA,3,"2021"
"323RYP","Cuenta con Placa Anterior y Sin adeudos","323RYP",0,"0"
"323RZA","Sin adeudos",NA,0,"0"
"323RZG","Adeudos",NA,5,"2017"
"323RZG","Adeudos",NA,5,"2018"
"323RZG","Adeudos",NA,5,"2019"
"323RZG","Adeudos",NA,5,"2020"
"323RZG","Adeudos",NA,5,"2021"
"323RZK","Adeudos",NA,3,"2019"
"323RZK","Adeudos",NA,3,"2020"
"323RZK","Adeudos",NA,3,"2021"
"323RZN","El número de placa no se localizó en el padrón",NA,0,"0"
"323RZR","Adeudos",NA,2,"2020"
"323RZR","Adeudos",NA,2,"2021"
"323RZW","Cuenta con Placa Anterior y Sin adeudos","323RZW",0,"0"
"323SAN","Cuenta con Placa Anterior y Sin adeudos","323SAN",0,"0"
"323SAW","Cuenta con Placa Anterior y Adeudos","383HAX",3,"2019"
"323SAW","Cuenta con Placa Anterior y Adeudos","383HAX",3,"2020"
"323SAW","Cuenta con Placa Anterior y Adeudos","383HAX",3,"2021"
"323SBU","Cuenta con Placa Anterior y Adeudos","974KCA",4,"2018"
"323SBU","Cuenta con Placa Anterior y Adeudos","974KCA",4,"2019"
"323SBU","Cuenta con Placa Anterior y Adeudos","974KCA",4,"2020"
"323SBU","Cuenta con Placa Anterior y Adeudos","974KCA",4,"2021"
"323SCK","Cuenta con Placa Anterior y Sin adeudos","763LAE",0,"0"
"323SCV","Cuenta con Placa Anterior y Adeudos","424LHT",2,"2020"
"323SCV","Cuenta con Placa Anterior y Adeudos","424LHT",2,"2021"
"323SDG","Adeudos",NA,6,"2016"
"323SDG","Adeudos",NA,6,"2017"
"323SDG","Adeudos",NA,6,"2018"
"323SDG","Adeudos",NA,6,"2019"
"323SDG","Adeudos",NA,6,"2020"
"323SDG","Adeudos",NA,6,"2021"
"323SDL","Sin adeudos",NA,0,"0"
"323SDN","Adeudos",NA,6,"2016"
"323SDN","Adeudos",NA,6,"2017"
"323SDN","Adeudos",NA,6,"2018"
"323SDN","Adeudos",NA,6,"2019"
"323SDN","Adeudos",NA,6,"2020"
"323SDN","Adeudos",NA,6,"2021"
"323SDR","Adeudos",NA,1,"2021"
"323SDT","Sin adeudos",NA,0,"0"
"323SDW","Adeudos",NA,6,"2016"
"323SDW","Adeudos",NA,6,"2017"
"323SDW","Adeudos",NA,6,"2018"
"323SDW","Adeudos",NA,6,"2019"
"323SDW","Adeudos",NA,6,"2020"
"323SDW","Adeudos",NA,6,"2021"
"323SEX","Sin adeudos",NA,0,"0"
"323SFD","Sin adeudos",NA,0,"0"
"323SFE","Sin adeudos",NA,0,"0"
"323SFG","Adeudos",NA,4,"2018"
"323SFG","Adeudos",NA,4,"2019"
"323SFG","Adeudos",NA,4,"2020"
"323SFG","Adeudos",NA,4,"2021"
"323SFJ","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"323SFL","Adeudos",NA,6,"2016"
"323SFL","Adeudos",NA,6,"2017"
"323SFL","Adeudos",NA,6,"2018"
"323SFL","Adeudos",NA,6,"2019"
"323SFL","Adeudos",NA,6,"2020"
"323SFL","Adeudos",NA,6,"2021"
"323SFT","Sin adeudos",NA,0,"0"
"323SFZ","Adeudos",NA,5,"2017"
"323SFZ","Adeudos",NA,5,"2018"
"323SFZ","Adeudos",NA,5,"2019"
"323SFZ","Adeudos",NA,5,"2020"
"323SFZ","Adeudos",NA,5,"2021"
"323SGB","Adeudos",NA,4,"2018"
"323SGB","Adeudos",NA,4,"2019"
"323SGB","Adeudos",NA,4,"2020"
"323SGB","Adeudos",NA,4,"2021"
"323SGC","Adeudos",NA,6,"2016"
"323SGC","Adeudos",NA,6,"2017"
"323SGC","Adeudos",NA,6,"2018"
"323SGC","Adeudos",NA,6,"2019"
"323SGC","Adeudos",NA,6,"2020"
"323SGC","Adeudos",NA,6,"2021"
"323SGF","Adeudos",NA,4,"2017"
"323SGF","Adeudos",NA,4,"2018"
"323SGF","Adeudos",NA,4,"2020"
"323SGF","Adeudos",NA,4,"2021"
"323SGM","Adeudos",NA,6,"2016"
"323SGM","Adeudos",NA,6,"2017"
"323SGM","Adeudos",NA,6,"2018"
"323SGM","Adeudos",NA,6,"2019"
"323SGM","Adeudos",NA,6,"2020"
"323SGM","Adeudos",NA,6,"2021"
"323SGN","Adeudos",NA,5,"2017"
"323SGN","Adeudos",NA,5,"2018"
"323SGN","Adeudos",NA,5,"2019"
"323SGN","Adeudos",NA,5,"2020"
"323SGN","Adeudos",NA,5,"2021"
"323SGS","Cuenta con Placa Anterior y Adeudos","323SGS",3,"2017"
"323SGS","Cuenta con Placa Anterior y Adeudos","323SGS",3,"2018"
"323SGS","Cuenta con Placa Anterior y Adeudos","323SGS",3,"2019"
"323SGV","Sin adeudos",NA,0,"0"
"323SGX","Cuenta con Placa Anterior y Adeudos","417PGG",3,"2019"
"323SGX","Cuenta con Placa Anterior y Adeudos","417PGG",3,"2020"
"323SGX","Cuenta con Placa Anterior y Adeudos","417PGG",3,"2021"
"323SHA","Adeudos",NA,2,"2019"
"323SHA","Adeudos",NA,2,"2021"
"323SHH","Cuenta con Placa Anterior y Adeudos","323SHH",4,"2018"
"323SHH","Cuenta con Placa Anterior y Adeudos","323SHH",4,"2019"
"323SHH","Cuenta con Placa Anterior y Adeudos","323SHH",4,"2020"
"323SHH","Cuenta con Placa Anterior y Adeudos","323SHH",4,"2021"
"323SHJ","Sin adeudos",NA,0,"0"
"323SHK","EL VEHICULO FUE LOCALIZADO EN EL PADRON FISCAL DEL DISTRITO FEDERAL CON ESTATUS BAJA, ES NECESARIO QUE ACUDA A LA ADMINISTRACION TRIBUTARIA O CENTRO DE SERVICIO DE LA TESORERIA MAS CERCANO A SU DOMICILIO, A FIN DE REGISTRAR LOS DATOS DE SU VEHICULO, PRESENTANDO LOS SIGUIENTES DOCUMENTOS EN ORIGINAL Y COPIA PARA SU COTEJO",NA,0,"0"
"323SHN","Adeudos",NA,6,"2016"
"323SHN","Adeudos",NA,6,"2017"
"323SHN","Adeudos",NA,6,"2018"
"323SHN","Adeudos",NA,6,"2019"
"323SHN","Adeudos",NA,6,"2020"
"323SHN","Adeudos",NA,6,"2021"
"323SHX","Cuenta con Placa Anterior y Adeudos","323SHX",3,"2019"
"323SHX","Cuenta con Placa Anterior y Adeudos","323SHX",3,"2020"
"323SHX","Cuenta con Placa Anterior y Adeudos","323SHX",3,"2021"
"323SJE","Adeudos",NA,6,"2016"
"323SJE","Adeudos",NA,6,"2017"
"323SJE","Adeudos",NA,6,"2018"
"323SJE","Adeudos",NA,6,"2019"
"323SJE","Adeudos",NA,6,"2020"
"323SJE","Adeudos",NA,6,"2021"
"323SJG","Sin adeudos",NA,0,"0"
"323SJL","Adeudos",NA,6,"2016"
"323SJL","Adeudos",NA,6,"2017"
"323SJL","Adeudos",NA,6,"2018"
"323SJL","Adeudos",NA,6,"2019"
"323SJL","Adeudos",NA,6,"2020"
"323SJL","Adeudos",NA,6,"2021"
"323SJY","Adeudos",NA,6,"2016"
"323SJY","Adeudos",NA,6,"2017"
"323SJY","Adeudos",NA,6,"2018"
"323SJY","Adeudos",NA,6,"2019"
"323SJY","Adeudos",NA,6,"2020"
"323SJY","Adeudos",NA,6,"2021"
"323SJZ","Sin adeudos",NA,0,"0"
"323SKB","Adeudos",NA,5,"2017"
"323SKB","Adeudos",NA,5,"2018"
"323SKB","Adeudos",NA,5,"2019"
"323SKB","Adeudos",NA,5,"2020"
"323SKB","Adeudos",NA,5,"2021"
"323SKE","Adeudos",NA,4,"2018"
"323SKE","Adeudos",NA,4,"2019"
"323SKE","Adeudos",NA,4,"2020"
"323SKE","Adeudos",NA,4,"2021"
"323SKF","Sin adeudos",NA,0,"0"
"323SKM","Adeudos",NA,4,"2017"
"323SKM","Adeudos",NA,4,"2019"
"323SKM","Adeudos",NA,4,"2020"
"323SKM","Adeudos",NA,4,"2021"
"323SKR","Adeudos",NA,5,"2017"
"323SKR","Adeudos",NA,5,"2018"
"323SKR","Adeudos",NA,5,"2019"
"323SKR","Adeudos",NA,5,"2020"
"323SKR","Adeudos",NA,5,"2021"
"323SKS","Adeudos",NA,5,"2017"
"323SKS","Adeudos",NA,5,"2018"
"323SKS","Adeudos",NA,5,"2019"
"323SKS","Adeudos",NA,5,"2020"
"323SKS","Adeudos",NA,5,"2021"
"323SKT","Adeudos",NA,2,"2020"
"323SKT","Adeudos",NA,2,"2021"
"323SLB","Sin adeudos",NA,0,"0"
"323SLJ","Adeudos",NA,4,"2018"
"323SLJ","Adeudos",NA,4,"2019"
"323SLJ","Adeudos",NA,4,"2020"
"323SLJ","Adeudos",NA,4,"2021"
"323SLL","Adeudos",NA,6,"2016"
"323SLL","Adeudos",NA,6,"2017"
"323SLL","Adeudos",NA,6,"2018"
"323SLL","Adeudos",NA,6,"2019"
"323SLL","Adeudos",NA,6,"2020"
"323SLL","Adeudos",NA,6,"2021"
"323SLU","Sin adeudos",NA,0,"0"
"323SLV","Adeudos",NA,3,"2019"
"323SLV","Adeudos",NA,3,"2020"
"323SLV","Adeudos",NA,3,"2021"
"323SLZ","Adeudos",NA,4,"2018"
"323SLZ","Adeudos",NA,4,"2019"
"323SLZ","Adeudos",NA,4,"2020"
